timestamps,h_com_hist,h_clear_hist,angmom_wb_hist,motor_timestamps,motor_current,motor_voltage,motor_power
0.1270012856,0.5201293358,0.002200249937,[0.0082461  0.07326888 0.0566901 ],0.1269989014,2.769999985,56.4476668,156.3600362
0.1279993057,0.5201260193,0.002199752632,[0.01058315 0.07534476 0.05796388],0.1279969215,2.759999994,56.45383263,155.8125777
0.1290032864,0.5201228085,0.002199633339,[0.01610485 0.07897338 0.05837152],0.12895298,2.789999995,56.44699987,157.4871294
0.1299993992,0.5201197165,0.002199724118,[0.01867972 0.07060307 0.05619336],0.1301250458,2.85000005,56.44783338,160.8763279
0.1310038567,0.5201167578,0.002199747373,[0.01749461 0.06088324 0.05536913],0.1311399937,2.880000044,56.44433339,162.5596826
0.1320073605,0.5201139478,0.002199524106,[0.01334938 0.06812265 0.05422505],0.132142067,2.860000003,56.44383303,161.4293627
0.1330053806,0.520111302,0.002198050617,[0.0095579  0.06877524 0.05467482],0.1331489086,2.830000002,56.44383367,159.7360494
0.1340079308,0.5201088361,0.002195019441,[0.00773571 0.04710403 0.05434128],0.1340520382,2.830000002,56.43733406,159.7176555
0.135014534,0.5201065649,0.002190403781,[0.01006751 0.05299334 0.05332262],0.1350560188,2.860000033,56.43166669,161.3945686
0.1360051632,0.5201045024,0.00218496665,[0.01568391 0.05529569 0.05466379],0.1360599995,2.830000002,56.43833351,159.7204839
0.137005806,0.5201026607,0.002186903703,[0.0179216  0.05657569 0.05582431],0.1371817589,2.84999999,56.43766721,160.847351
0.1380059719,0.5201010498,0.002181219543,[0.01744238 0.05388095 0.05467169],0.1382040977,2.879999992,56.44200007,162.5529597
0.1390004158,0.5200996772,0.002175756348,[0.01412483 0.06149527 0.05363301],0.1391968727,2.819999989,56.44450061,159.1734911
0.1399989128,0.5200985474,0.002170717529,[0.01053219 0.07057799 0.05194343],0.1402509212,2.830000039,56.45283254,159.7615183
0.141002655,0.5200976614,0.002165891426,[0.0091265  0.06021587 0.05185458],0.1411910057,2.800000045,56.45350075,158.0698047
0.142002821,0.5200970169,0.002161451129,[0.00879187 0.05872124 0.04867971],0.1411910057,2.819999982,56.44316673,159.1697292
0.1430108547,0.5200966076,0.002157392184,[0.00940425 0.05779762 0.04738736],0.1423749924,2.850000042,56.4388326,160.8506753
0.144005537,0.5200964231,0.002153794865,[0.00900707 0.0599151  0.04784498],0.1433780193,2.890000034,56.44349988,163.1217166
0.145036459,0.5200964492,0.00215038778,[0.00872657 0.06106221 0.04974517],0.1443150043,2.850000005,56.42766635,160.8188494
0.1460328102,0.5200966678,0.002147634907,[0.0094336  0.06299432 0.04943731],0.1455111504,2.869999994,56.43533325,161.9694061
0.1470384598,0.5200970569,0.002145773827,[0.01015705 0.0577864  0.04778401],0.1465167999,2.869999949,56.44400024,161.9942778
0.1480515003,0.5200975909,0.002144816081,[0.01192808 0.06737719 0.04979166],0.1475260258,2.909999963,56.43799973,164.2345771
0.1490168571,0.5200982412,0.002144923491,[0.01480383 0.06741109 0.04971583],0.1486260891,2.949999947,56.4424998,166.5053714
0.1500439644,0.5200989761,0.002145662578,[0.01464443 0.07860198 0.04992043],0.1496260166,2.959999975,56.43433317,167.0456247
0.1510419846,0.5200997618,0.002146706785,[0.01322819 0.08388634 0.05013929],0.1506700516,2.939999986,56.43866666,165.9296792
0.1520302296,0.5201005625,0.002148239689,[0.01026383 0.06838272 0.04967822],0.1517500877,2.899999965,56.43816694,163.6706821
0.1530418396,0.5201013413,0.002150227976,[0.00714493 0.06344625 0.04777957],0.1527519226,2.920000006,56.43366623,164.7863057
0.1540396214,0.5201020609,0.002152388544,[0.00615176 0.05636452 0.04570642],0.1536858082,2.919999983,56.43149948,164.7799775
0.1550266743,0.5201026839,0.002154587486,[0.00821736 0.0636318  0.04281065],0.154876709,2.949999984,56.42483393,166.4532592
0.1560394764,0.520103174,0.0021571097,[0.01144345 0.07798365 0.04394402],0.1558728218,2.980000015,56.42599932,168.1494789
0.1570034027,0.520103496,0.002159930293,[0.01135963 0.07863717 0.0443609 ],0.1568109989,2.949999955,56.43099976,166.4714467
0.1580221653,0.5201036174,0.002162490773,[0.00805011 0.07254114 0.0436395 ],0.1579968929,2.889999952,56.43083318,163.0851052
0.1590139866,0.5201035082,0.00216435433,[0.00511936 0.06394164 0.04160909],0.1590108871,2.879999947,56.43150012,162.5227173
0.1600012779,0.5201031417,0.002165792014,[0.00379939 0.06134664 0.04276476],0.1600050926,2.899999995,56.43383344,163.6581167
0.161044836,0.5201024954,0.002166754467,[0.00430849 0.07119436 0.04224878],0.1610600948,2.920000058,56.43716621,164.7965286
0.1619989872,0.5201015508,0.00216735015,[0.00565691 0.06607986 0.04208188],0.1621239185,2.930000003,56.43416659,165.3521083
0.163002491,0.5201002944,0.002167677261,[0.0090231  0.07037779 0.03883153],0.1631238461,2.930000003,56.43033346,165.3408772
0.1640045643,0.5200987173,0.002167332967,[0.01106413 0.07016183 0.0385258 ],0.1641247272,2.890000012,56.43216642,163.0889616
0.1650004387,0.5200968159,0.002165978865,[0.00964462 0.07017904 0.03926914],0.1651818752,2.839999985,56.43716621,160.2815512
0.1659986973,0.5200945915,0.002163723406,[0.00643934 0.07269906 0.04111729],0.1661937237,2.779999983,56.44749959,156.9240479
0.1669986248,0.5200920504,0.002160525984,[0.00397552 0.07169602 0.03905293],0.1672480106,2.779999983,56.44583257,156.9194136
0.1680021286,0.5200892035,0.002156313726,[0.00328871 0.06082203 0.03911691],0.1682479382,2.799999993,56.44883347,158.0567333
0.1690022945,0.5200860662,0.002151365872,[0.00390831 0.06838526 0.0384784 ],0.1692488194,2.85000002,56.45066706,160.8844023
0.1699995995,0.5200826578,0.002145896017,[0.00688704 0.06284872 0.03656871],0.1702020168,2.830000024,56.44716708,159.7454842
0.1710104942,0.5200790012,0.002140280426,[0.0088305  0.06280881 0.03363116],0.1702020168,2.809999954,56.44366646,158.6067001
0.1720478535,0.5200751216,0.002134071064,[0.00781226 0.06712238 0.0321402 ],0.1713759899,2.779999968,56.43916702,156.9008825
0.1730422974,0.5200710466,0.0021271329,[0.00414485 0.06618786 0.03366   ],0.1733179092,2.759999987,56.4406662,155.776238
0.174049139,0.520066805,0.002119162639,[0.00018426 0.06775428 0.03474538],0.1733179092,2.809999984,56.44149971,158.6006133
0.1750383377,0.5200624261,0.002143532785,[-0.00113968  0.06802952  0.03280775],0.174505949,2.799999978,56.4495004,158.0585999
0.1760356426,0.5200579387,0.00213572898,[0.00147592 0.0640002  0.03341523],0.1755068302,2.83999997,56.45116679,160.321312
0.1770408154,0.5200533705,0.002128307076,[0.00374654 0.07142983 0.03408844],0.1765120029,2.799999993,56.45850054,158.0838011
0.1780438423,0.5200487472,0.002121251886,[0.00571283 0.06798418 0.03531863],0.1775579453,2.799999963,56.45783361,158.081932
0.1790339947,0.5200440914,0.002114553561,[0.00734133 0.06825019 0.03468001],0.1786248684,2.789999973,56.45683352,157.514564
0.180008173,0.5200394226,0.002108257729,[0.00614059 0.07069061 0.03488199],0.179623127,2.799999963,56.45799955,158.0823967
0.1809990406,0.5200347558,0.002102355911,[0.00468804 0.06773453 0.03432193],0.1806681156,2.82999998,56.45433299,159.7657612
0.1819975376,0.5200301014,0.002096713144,[0.00240229 0.06393106 0.03280473],0.1817510128,2.879999992,56.44733302,162.5683186
0.1830093861,0.5200254644,0.002091227806,[0.00122585 0.06123445 0.02951762],0.1827471256,2.880000021,56.44050026,162.5486419
0.1840295792,0.5200208445,0.00208603035,[0.00133542 0.0687199  0.02965375],0.1836898327,2.820000026,56.43950017,159.159392
0.1849970818,0.5200162357,0.002081303056,[0.00044401 0.07740868 0.03011081],0.1848859787,2.810000021,56.42916743,158.5659617
0.1860070229,0.5200116261,0.002077634822,[0.00036328 0.08015301 0.03015217],0.1858699322,2.839999951,56.43500074,160.2753994
0.1870017052,0.5200069982,0.002075008601,[0.00141903 0.07797539 0.03040917],0.1868708134,2.899999995,56.43149948,163.6513482
0.1880021095,0.5200023291,0.002073154683,[0.00256766 0.08215057 0.03039135],0.1878199577,2.880000003,56.43783379,162.5409615
0.1890010834,0.519997591,0.002072047735,[0.00346934 0.07991518 0.03144575],0.1889979839,2.869999982,56.44216665,161.9890173
0.1900103092,0.5199927514,0.002071480641,[0.00436778 0.07484614 0.02812588],0.1900017262,2.829999976,56.44050026,159.7266144
0.1910007,0.5199877741,0.002071033404,[0.00229263 0.08401362 0.02540551],0.1910140514,2.809999995,56.44316673,158.6052982
0.1920001507,0.51998262,0.002070197932,[-0.00010352  0.08810101  0.02554565],0.192060709,2.78000002,56.43599892,156.8920781
0.1929993629,0.5199772476,0.0020688039,[-0.00188062  0.07869398  0.02608416],0.1930658817,2.819999997,56.43666649,159.1513993
0.1940019131,0.5199716144,0.002066657872,[-0.00216794  0.0749477   0.02588177],0.194067955,2.850000001,56.43099976,160.8283494
0.1949980259,0.5199656778,0.002064181833,[-0.00233497  0.08888652  0.02483467],0.1951239109,2.879999924,56.43433253,162.5308734
0.1960077286,0.519959396,0.002061500191,[-0.00028268  0.08392378  0.02460451],0.1960790157,2.820000015,56.43950017,159.1593913
0.1969985962,0.5199527294,0.002058508148,[0.00201689 0.08430406 0.02354143],0.1971890926,2.81000001,56.43883324,158.593122
0.1980001926,0.5199456415,0.002055214277,[0.00399764 0.07819423 0.02428984],0.1982059479,2.81000001,56.43866603,158.5926521
0.1989991665,0.5199381,0.002051322234,[0.00458606 0.08059085 0.02631372],0.1991977692,2.860000003,56.43716749,161.4102992
0.1999993324,0.519930078,0.002046347695,[0.00131793 0.0817937  0.02647152],0.2002489567,2.879999954,56.42533302,162.5049565
0.2009983063,0.5199215547,0.002040176902,[-0.003003    0.07040279  0.02589943],0.2012488842,2.929999996,56.42699941,165.331108
0.2020015717,0.5199125163,0.002032280874,[-0.00432678  0.06237269  0.0255951 ],0.2012488842,2.910000004,56.43549983,164.2273047
0.2030031681,0.519902957,0.002076967116,[-0.0022442   0.04815151  0.02425504],0.202300787,2.869999994,56.4361674,161.9718001
0.2040076256,0.5198928791,0.002065211035,[-0.00011008  0.06496712  0.02378492],0.2033829689,2.859999977,56.44316673,161.4274556
0.2050344944,0.5198822939,0.0020521427,[-7.61022487e-05  6.06890189e-02  2.23262112e-02],0.2053089142,2.879999993,56.44216728,162.5534414
0.2059986591,0.5198712216,0.002038430093,[0.00017738 0.05237123 0.02404027],0.2053089142,2.860000012,56.44216665,161.4245973
0.207038641,0.5198596916,0.002023619635,[-0.00106547  0.04312561  0.0249037 ],0.206510067,2.930000005,56.44733302,165.390686
0.2080039978,0.5198477422,0.002008581737,[-0.00337551  0.03477255  0.02391558],0.2075140476,2.920000015,56.44166629,164.8096664
0.2090032101,0.5198354207,0.001991002306,[-0.00532104  0.030298    0.0229075 ],0.2085208893,2.869999958,56.44166629,161.9875799
0.2100429535,0.5198227822,0.001973264489,[-0.004625    0.02469406  0.02045728],0.2095201015,2.859999953,56.44483376,161.4322219
0.2110085487,0.5198098897,0.001953549529,[-0.00278712  0.02434552  0.02004009],0.2105278969,2.870000003,56.44200007,161.9885404
