timestamps,pos_com_hist,pos_clear_hist,angmom_wb_hist,heading_vec_hist
5.840008974075317,[1.64498306 0.38606257 0.71308228],[ 1.62246261  0.30217002 -0.00520446],[ 0.04988547 -0.92362853 -0.21258156],[-0.63634964  0.3969372   0.        ]
5.84501051902771,[1.64353607 0.38769875 0.7177315 ],[ 1.6165762   0.30583727 -0.00536503],[-0.24357251 -1.46972083 -0.41894812],[-0.63573554  0.39792     0.        ]
5.850052356719971,[1.64207855 0.38968499 0.72266278],[ 1.61065271  0.31010208 -0.0052936 ],[-0.05816299 -1.37005839 -0.32277815],[-0.63563443  0.39808148  0.        ]
5.8550426959991455,[1.64119995 0.39237708 0.72676853],[ 1.60427434  0.31486836 -0.00589718],[ 0.45580008 -1.13059066 -0.02830676],[-0.63603618  0.39743928  0.        ]
5.860040664672852,[1.63951246 0.39546299 0.73207817],[ 1.59827709  0.31995275 -0.00545087],[ 0.10607916 -1.21063952 -0.05557918],[-0.63668871  0.3963931   0.        ]
5.865054607391357,[1.63789539 0.39844706 0.73809437],[ 1.59217847  0.32536853 -0.00481875],[-0.1756793  -0.91814912 -0.00277047],[-0.6375734   0.39496855  0.        ]
5.870058059692383,[1.63600739 0.4009072  0.74433082],[ 1.585755    0.3312061  -0.00428409],[-0.37146162 -1.06563129 -0.09097944],[-0.63860445  0.39329932  0.        ]
5.875043630599976,[1.63441106 0.4042691  0.75039153],[ 1.5790451   0.3373906  -0.00389045],[ 0.13178503 -0.868097    0.11352472],[-0.63982971  0.39130288  0.        ]
5.880039930343628,[1.63181859 0.40819202 0.75796737],[ 1.57191809  0.34390703 -0.00346316],[ 0.06011189 -1.01244514  0.08640678],[-0.64116491  0.38911124  0.        ]
5.885018587112427,[1.63014897 0.41146286 0.7645505 ],[ 1.56441491  0.350623   -0.00292414],[-0.05394957 -0.85290261  0.1049942 ],[-0.64257219  0.38678286  0.        ]
5.890022039413452,[1.62890182 0.41465809 0.7702838 ],[ 1.55608505  0.3578344  -0.00315648],[-0.17814477 -0.91540707  0.07107877],[-0.64431221  0.3838773   0.        ]
5.89505672454834,[1.62676506 0.4180872  0.77708475],[ 1.54780617  0.36507974 -0.00269771],[-0.39831385 -0.00687257  0.23638543],[-0.64596988  0.38108124  0.        ]
5.900010108947754,[1.62484305 0.42189538 0.78392589],[ 1.53908021  0.37258805 -0.00212333],[-0.20646475 -0.64672632  0.14307944],[-0.64759596  0.37831135  0.        ]
5.905010461807251,[1.6232983  0.42563813 0.79092305],[ 1.52971662e+00  3.80149581e-01 -1.40265577e-03],[ 0.2919523  -0.91220203  0.18308007],[-0.64893609  0.37600791  0.        ]
5.910009384155273,[1.62183115 0.42868342 0.79756566],[ 1.51969505e+00  3.87792545e-01 -6.41469553e-04],[ 0.13981574 -1.16410221  0.09147424],[-0.6500575   0.37406583  0.        ]
5.9150145053863525,[1.62062095 0.43308964 0.8043998 ],[1.50935512e+00 3.95709924e-01 3.21678340e-04],[ 0.64658207 -0.57082033  0.3215395 ],[-0.65116584  0.3721331   0.        ]
5.920053482055664,[1.61919942 0.43757538 0.81155405],[1.49920641 0.40359368 0.00151483],[ 0.39818807 -0.605189    0.28532007],[-0.65184933  0.37093456  0.        ]
5.925008296966553,[1.61952351 0.44126247 0.81764345],[1.48767163 0.41190655 0.00198939],[ 0.57523089 -0.24725099  0.37032686],[-0.65187093  0.3708966   0.        ]
5.930012941360474,[1.61694214 0.44602038 0.82619838],[1.47619858 0.41976499 0.00291563],[ 0.4101703  -0.69326669  0.26096205],[-0.65115416  0.37215355  0.        ]
5.935009717941284,[1.61714184 0.45031252 0.83285402],[1.4642818  0.42764679 0.00392764],[ 1.04039167 -0.23589172  0.34837002],[-0.64963918  0.37479185  0.        ]
5.94006085395813,[1.61711423 0.45438873 0.83920795],[1.4522927  0.43579432 0.00480914],[ 0.09455746 -0.40926088  0.37261683],[-0.64731891  0.37878521  0.        ]
5.945055246353149,[1.61744841 0.45778544 0.84493136],[1.44010852 0.44402322 0.00535937],[-0.02329269 -1.37509314  0.42569088],[-0.64421887  0.38403392  0.        ]
5.950044631958008,[1.61801309 0.46135941 0.85057963],[1.42830925 0.4520821  0.0059241 ],[-0.22116492 -0.7792599   0.47153368],[-0.64102047  0.38934915  0.        ]
5.955013990402222,[1.6201704  0.46142778 0.85285049],[1.41565114 0.46048279 0.0059606 ],[-0.99354445 -2.0607867   0.06768136],[-0.63646491  0.39675234  0.        ]
5.960012435913086,[1.62432884 0.46128171 0.85358482],[1.40430808 0.4691918  0.00711436],[-1.21222596 -6.69869471 -0.11310478],[-0.63244638  0.40312724  0.        ]
5.965011119842529,[1.63006448 0.46190248 0.85449591],[1.39671423 0.47704108 0.00945488],[ 1.62075682 -5.96446422 -0.9267034 ],[-0.63348391  0.40149488  0.        ]
5.970011472702026,[1.63358807 0.46525596 0.85680188],[1.39299295 0.48287736 0.0133548 ],[ 1.18311485 -1.44926348  0.25372576],[-0.63461803  0.39969983  0.        ]
5.975053071975708,[1.63472562 0.46773616 0.85997717],[1.39239758 0.48757355 0.01745032],[-0.75208331 -1.56129789  0.02558942],[-0.63602394  0.39745886  0.        ]
5.980072259902954,[1.63812062 0.46962031 0.86203859],[1.39353057 0.49202099 0.02144904],[-0.04569368 -2.93140182  0.36303317],[-0.63894339  0.39274844  0.        ]
5.985016107559204,[1.63997609 0.47163453 0.86507891],[1.3967745  0.49553813 0.02601203],[-1.12003993 -1.60763627  0.80236688],[-0.64314752  0.38582543  0.        ]
5.990022420883179,[1.63927955 0.47328614 0.86841563],[1.4017659  0.49845    0.03041871],[-2.17871359 -0.27258388  1.09731019],[-0.6474532   0.37855561  0.        ]
5.995022296905518,[1.63945081 0.47491155 0.87228634],[1.40764924 0.50149698 0.03532293],[-1.6195161  -0.38986135  0.87873547],[-0.65202965  0.3706175   0.        ]
6.000012397766113,[1.63982875 0.47871877 0.87641235],[1.41380348 0.50405197 0.04061624],[0.83101267 0.69309942 0.68061254],[-0.6561602   0.36325445  0.        ]
6.005011796951294,[1.63892556 0.48336858 0.88100907],[1.42010403 0.50654143 0.04591222],[-0.69877841  1.9699307   1.08242038],[-0.66062848  0.3550634   0.        ]
6.010045289993286,[1.63850997 0.48708279 0.88467042],[1.42533304 0.50899858 0.05080016],[-0.2003806  0.7930453  0.5248014],[-0.66328089  0.35008351  0.        ]
6.015015125274658,[1.63892814 0.49106524 0.88807042],[1.43032246 0.51173816 0.05552003],[0.21931009 0.51163286 0.45693082],[-0.66561095  0.34563285  0.        ]
6.020009756088257,[1.63977808 0.49532274 0.89099479],[1.4352782  0.5144409  0.06015092],[0.30843694 0.25645754 0.41386982],[-0.66789979  0.3411889   0.        ]
6.0250115394592285,[1.63810863 0.49909466 0.89426085],[1.44103787 0.5170103  0.06442209],[-0.69965209  0.59177552  0.69351919],[-0.66992801  0.33718906  0.        ]
6.0300469398498535,[1.63788612 0.50173596 0.89668683],[1.44624518 0.5198918  0.06848612],[-0.98406619  0.08539083  0.61765399],[-0.67236864  0.33229568  0.        ]
6.0350096225738525,[1.63880907 0.50422131 0.89838596],[1.45153217 0.52297985 0.07244789],[-1.19814863  0.14880205  0.77346483],[-0.67491505  0.32709277  0.        ]
6.040072679519653,[1.63832961 0.50718517 0.90113981],[1.45701048 0.52614626 0.07627096],[-0.86881479  1.30611454  0.95594001],[-0.67761441  0.3214634   0.        ]
6.0450098514556885,[1.63753456 0.51078127 0.90362642],[1.46201839 0.5294943  0.07980448],[-1.27819331  1.70143936  0.9724177 ],[-0.68034511  0.31564305  0.        ]
6.050046443939209,[1.63681203 0.51399276 0.90564452],[1.46627807 0.53292781 0.08262874],[-0.68539111  1.08471249  0.76290694],[-0.68240377  0.31116732  0.        ]
6.055011510848999,[1.63614339 0.51759515 0.90697535],[1.47039603 0.53626683 0.0845945 ],[-0.04217631 -0.01303352  0.61741055],[-0.68427913  0.30702129  0.        ]
6.060063600540161,[1.63646468 0.52091447 0.90816936],[1.47376466 0.53977881 0.08678147],[-0.66118766  0.442787    0.51154579],[-0.68592433  0.30332789  0.        ]
6.065056085586548,[1.63627535 0.52411158 0.90904059],[1.47690207 0.54325287 0.08861209],[-0.39270809  0.76918547  0.56379908],[-0.6873511   0.30008078  0.        ]
6.070057392120361,[1.63637759 0.52775129 0.90956862],[1.47996423 0.54693593 0.08999383],[-0.29582792  0.55271467  0.61238269],[-0.6890685   0.29611586  0.        ]
6.075036525726318,[1.63671046 0.53076002 0.90976715],[1.482962   0.5505973  0.09106948],[-0.79808983 -0.06992029  0.46969166],[-0.69056369  0.29261201  0.        ]
6.080013751983643,[1.63741505 0.53322794 0.90935452],[1.48593504 0.55444002 0.09189732],[-0.92154215 -0.03594532  0.58681704],[-0.69234354  0.2883755   0.        ]
6.085022211074829,[1.63767319 0.53592134 0.90897784],[1.48906078 0.55848967 0.09250822],[-1.37908795  0.04058515  0.54892612],[-0.69443087  0.28331214  0.        ]
6.090017080307007,[1.63723719 0.53884287 0.9078164 ],[1.49254498 0.56243674 0.09216592],[-0.8955304   0.27902237  0.63651883],[-0.69639943  0.27843821  0.        ]
6.095020532608032,[1.63722696 0.54187567 0.90706574],[1.495934   0.56659023 0.09232988],[-0.91544771  0.49057398  0.67814372],[-0.69865818  0.272721    0.        ]
6.100034952163696,[1.63737008 0.54481945 0.90603136],[1.49915639 0.57067343 0.09226003],[-0.77395713  0.35572987  0.58508381],[-0.70083316  0.26708218  0.        ]
6.10502815246582,[1.63720787 0.54793138 0.90505146],[1.50238115 0.5747726  0.09195614],[-0.6760983   0.69173024  0.62161864],[-0.7028756   0.26165986  0.        ]
6.110004186630249,[1.63730314 0.55160052 0.9037847 ],[1.50521029 0.57888204 0.0912643 ],[-0.27696189  0.59935749  0.60567758],[-0.70474963  0.2565696   0.        ]
6.115042448043823,[1.63730844 0.55489314 0.90206719],[1.5078526  0.58303643 0.09022226],[-0.34494087  0.70107625  0.59092684],[-0.7064131   0.25195344  0.        ]
6.120007038116455,[1.63745256 0.55792666 0.89971328],[1.51026655 0.58716979 0.08885353],[-0.8102458   0.25600179  0.51303627],[-0.70806899  0.24726162  0.        ]
6.125039100646973,[1.637543   0.56081625 0.89638828],[1.51314038 0.5914737  0.08643611],[-0.82816191 -0.1869211   0.45882517],[-0.70985792  0.24207794  0.        ]
6.130005598068237,[1.63810687 0.56383938 0.89359547],[1.51587526 0.59584405 0.08490062],[-0.78839337  0.03557119  0.53917926],[-0.71188829  0.23604038  0.        ]
6.135009527206421,[1.63857053 0.56653448 0.89035698],[1.51888519 0.60030131 0.08334623],[-1.01096401  0.37819085  0.5792596 ],[-0.71391094  0.22985032  0.        ]
6.140010833740234,[1.6387779  0.5697213  0.88723575],[1.52204384 0.60492021 0.08159323],[-0.63504734  0.50026039  0.69769354],[-0.71614443  0.22279398  0.        ]
6.145040512084961,[1.63902402 0.57291678 0.88389748],[1.52518923 0.60949373 0.07962181],[-0.90614025  0.12410366  0.62631129],[-0.71821872  0.21601357  0.        ]
6.150045156478882,[1.63934246 0.57537319 0.88022346],[1.52835887 0.61394862 0.07745314],[-0.8741712   0.00767497  0.46834247],[-0.72000858  0.20997056  0.        ]
6.155038833618164,[1.63939613 0.57885689 0.87590086],[1.53173606 0.6183078  0.0742793 ],[-0.50316705  0.26275382  0.59951155],[-0.72175231  0.20389606  0.        ]
6.160003423690796,[1.63958254 0.58225919 0.87224623],[1.53468197 0.62238953 0.07157422],[0.08825121 0.56875435 0.11377192],[-0.72299719  0.19943686  0.        ]
6.165008544921875,[1.63945463 0.58627506 0.868461  ],[1.53740816 0.62647261 0.06844118],[0.33804669 1.1269811  0.67917953],[-0.72427824  0.19473322  0.        ]
6.170001983642578,[1.63938918 0.58978979 0.8643816 ],[1.53984334 0.63084351 0.06476827],[-0.56239962  0.63828775  0.42604663],[-0.72559423  0.18977095  0.        ]
6.175041675567627,[1.63956223 0.5930688  0.85979151],[1.54186447 0.63520727 0.0605789 ],[-0.66540121  0.48876516  0.52266517],[-0.72677197  0.18520936  0.        ]
6.180011749267578,[1.63960717 0.59616895 0.85473355],[1.54370901 0.63974096 0.05604362],[-0.59191179  0.55228398  0.57482827],[-0.72800271  0.18031098  0.        ]
6.185028076171875,[1.63969074 0.59887392 0.84910676],[1.54548114 0.6444051  0.05108523],[-1.07589803  0.31247471  0.4709163 ],[-0.72918942  0.17545026  0.        ]
6.190028190612793,[1.63988189 0.60146949 0.84251837],[1.54736871 0.64911937 0.04509436],[-1.02738106  0.19667037  0.54514791],[-0.73047622  0.1700132   0.        ]
6.195001840591431,[1.64048385 0.60475578 0.83678364],[1.54923352 0.65388364 0.03993576],[-0.26047186  0.08533271  0.61476706],[-0.73181662  0.16414762  0.        ]
6.199999570846558,[1.64076321 0.60898553 0.83125187],[1.55116439 0.65862078 0.03459031],[0.11970318 0.90468749 0.82802755],[-0.73300336  0.15876423  0.        ]
6.205045461654663,[1.64072992 0.61298116 0.82529927],[1.55297589 0.66315137 0.02880789],[-0.48806656  1.07086864  0.68818841],[-0.73382136  0.15493937  0.        ]
6.209996223449707,[1.64116479 0.61674247 0.81894282],[1.55431294 0.66712836 0.02247206],[ 0.71315777 -0.12886175  0.36788496],[-0.73421775  0.15305     0.        ]
6.215043783187866,[1.64189072 0.62117063 0.81208535],[1.55504533 0.67034772 0.01528244],[-0.20751715  0.32593204  0.45905317],[-0.73411354  0.15354904  0.        ]
6.220002174377441,[1.64199023 0.62371315 0.80492663],[1.55618504 0.67401929 0.00825869],[-1.09388391  0.55917901  0.29505836],[-0.73409812  0.15362278  0.        ]
6.2250494956970215,[1.6433584  0.62729039 0.79512251],[ 1.55745187e+00  6.77994545e-01 -1.90086190e-04],[ 0.30777345 -1.43876948  0.37518545],[-0.73436282  0.15235237  0.        ]
6.2300496101379395,[1.64577253 0.6305583  0.78545559],[ 1.56020712  0.68121825 -0.00681773],[-0.23778016 -0.92580275 -0.14107581],[-0.73436247  0.15235407  0.        ]
6.235033273696899,[1.64926267 0.63463093 0.77487852],[ 1.56509127  0.683457   -0.01130964],[ 1.78820821 -1.62481356  0.06441297],[-0.73442664  0.15204444  0.        ]
6.240002632141113,[1.65085595 0.63830485 0.76580824],[ 1.57113107  0.68459136 -0.01386731],[ 0.67808011 -1.00529537 -0.12811154],[-0.73415392  0.15335587  0.        ]
6.245042562484741,[1.65227529 0.6416374  0.75705595],[ 1.57740702  0.68459213 -0.01448888],[ 1.29184403 -2.07099775 -0.13714572],[-0.7337034   0.15549703  0.        ]
6.250030279159546,[1.65274352 0.64419005 0.74965562],[ 1.58432152  0.6838785  -0.01298195],[ 0.70425973 -1.19359901 -0.23120774],[-0.73320853  0.15781397  0.        ]
6.25504207611084,[1.65147079 0.64565914 0.74467765],[ 1.5918616   0.68096413 -0.00996455],[ 1.71702731 -0.72652777 -0.4837201 ],[-0.73207486  0.16299204  0.        ]
6.2600462436676025,[1.65035348 0.64804414 0.74042586],[ 1.59789449  0.67752826 -0.00714064],[ 2.19991494  0.54538913 -0.34777342],[-0.7308434   0.16842779  0.        ]
6.265001058578491,[1.64951203 0.6489133  0.73581576],[ 1.60267568  0.67317611 -0.00527301],[ 1.63390547 -0.18082034 -0.8514676 ],[-0.72909685  0.17583452  0.        ]
6.270041465759277,[1.64948877 0.65020765 0.73036514],[ 1.60652327  0.66944878 -0.00446341],[ 1.86945141 -1.25980912 -0.48843972],[-0.72780526  0.18110634  0.        ]
6.275004625320435,[1.64894917 0.65061413 0.7259011 ],[ 1.61029118  0.66625658 -0.00419983],[ 1.00657949  0.68996722 -0.27554792],[-0.72669505  0.18551091  0.        ]
6.280040979385376,[1.64863704 0.65143052 0.72052749],[ 1.61354649  0.66360216 -0.00495861],[ 1.40357032  0.77142918 -0.10929437],[-0.72585101  0.18878641  0.        ]
6.285003185272217,[1.64843004 0.65211624 0.71531848],[ 1.61605867  0.6608844  -0.00705341],[ 1.223379    0.23260134 -0.43701715],[-0.72479654  0.19279518  0.        ]
6.2900025844573975,[1.64874999 0.65321897 0.70973284],[ 1.61834592  0.65800354 -0.00959684],[ 2.0414659  -0.02712477 -0.27469759],[-0.72367911  0.19694808  0.        ]
6.295001029968262,[1.64944611 0.655191   0.70329472],[ 1.62111749  0.6563411  -0.01222386],[ 1.58359838 -0.07545673 -0.21034844],[-0.72285542  0.19995012  0.        ]
6.300045967102051,[1.65054043 0.65767912 0.69681174],[ 1.62463935  0.65581021 -0.01431293],[ 1.42537485 -0.52556242  0.11447118],[-0.72259775  0.20087929  0.        ]
6.304996967315674,[1.65172884 0.66017682 0.69074244],[ 1.62914055  0.65620015 -0.0152813 ],[ 0.98961893 -0.18182201  0.21688793],[-0.72277528  0.20023959  0.        ]
6.310006380081177,[1.65240149 0.66269206 0.6851782 ],[ 1.63440061  0.65699568 -0.0152043 ],[0.55950779 0.42058273 0.35064691],[-0.72306973  0.19917371  0.        ]
6.314995527267456,[1.65340279 0.66531083 0.68032189],[ 1.63996096  0.65785667 -0.0144211 ],[0.77886943 0.13471746 0.21596657],[-0.72336873  0.19808503  0.        ]
6.320033311843872,[1.65439322 0.66797371 0.6764526 ],[ 1.64574193  0.65873455 -0.01308459],[0.66422779 0.68229414 0.2657588 ],[-0.72365841  0.19702413  0.        ]
6.3250720500946045,[1.6540812  0.67092044 0.67337767],[ 1.65156276  0.65970363 -0.01133786],[0.34456873 1.26917246 0.34169532],[-0.72406208  0.19553542  0.        ]
6.3300676345825195,[1.65473545 0.67353555 0.66994746],[ 1.65681703  0.66086024 -0.01055943],[0.39500831 0.88561958 0.33896447],[-0.72448156  0.19397545  0.        ]
6.3350136280059814,[1.65574291 0.6754413  0.66653229],[ 1.66173986  0.66188161 -0.01018828],[0.25994775 1.16911982 0.2601586 ],[-0.7248516   0.19258805  0.        ]
6.340010643005371,[1.65591404 0.67739852 0.66386   ],[ 1.6660459   0.66233263 -0.01046367],[0.56885528 1.71724966 0.2269544 ],[-0.72498288  0.19209325  0.        ]
6.345066547393799,[1.65652167 0.67935356 0.66079963],[ 1.66968672  0.66205354 -0.01160524],[1.10167089 1.26057516 0.09248967],[-0.72479611  0.1927968   0.        ]
6.3500566482543945,[1.65766545 0.68121857 0.65751695],[ 1.67290797  0.66114823 -0.01308543],[1.33188794 0.98380851 0.05049463],[-0.72434958  0.19446772  0.        ]
6.3550097942352295,[1.65860635 0.68282454 0.65431457],[ 1.67613039  0.6600214  -0.01435847],[1.22560147 1.29030645 0.06773159],[-0.72389426  0.1961558   0.        ]
6.360012769699097,[1.65930227 0.68501934 0.65148679],[ 1.6793687   0.65850996 -0.0150485 ],[1.46701239 1.13497067 0.1548296 ],[-0.72339908  0.19797416  0.        ]
6.3650078773498535,[1.66027126 0.68655107 0.64888653],[ 1.68268783  0.65687471 -0.0156028 ],[ 1.35348906  0.98957022 -0.01371127],[-0.72267772  0.2005914   0.        ]
6.370036840438843,[1.66109221 0.68811991 0.64660479],[ 1.68599046  0.6551411  -0.01571756],[ 1.21556656  1.23539958 -0.05008916],[-0.72184461  0.20356906  0.        ]
6.37500262260437,[1.66208199 0.6897876  0.64485538],[ 1.68933057  0.65347925 -0.01541842],[1.32506333 1.156224   0.03478599],[-0.72096156  0.2066747   0.        ]
6.380015134811401,[1.66276284 0.69157653 0.64392123],[ 1.69284608  0.65218775 -0.01480006],[0.92299546 1.77669713 0.06670064],[-0.72023177  0.20920371  0.        ]
6.385005712509155,[1.66328393 0.69347769 0.64320279],[ 1.69613785  0.65139096 -0.01437341],[0.78982186 1.68527567 0.16209021],[-0.71958611  0.21141388  0.        ]
6.390049934387207,[1.6635655  0.69543516 0.64305793],[ 1.69883479  0.65094821 -0.01384401],[0.5381668  1.59080413 0.15040727],[-0.71904669  0.2132413   0.        ]
6.3950417041778564,[1.66407988 0.69718203 0.64282884],[ 1.70166079  0.6512438  -0.01390118],[0.31045562 1.76925287 0.17037688],[-0.71870877  0.21437749  0.        ]
6.400036334991455,[1.66458616 0.69925254 0.64277708],[ 1.70427117  0.6520623  -0.01407496],[0.27125435 1.72175846 0.24745709],[-0.71863418  0.21462738  0.        ]
6.40500020980835,[1.66508892 0.70125062 0.64293651],[ 1.70650798  0.65337084 -0.01444842],[0.24228028 1.443585   0.22487759],[-0.71869264  0.21443153  0.        ]
6.410001754760742,[1.66560388 0.7035592  0.64311386],[ 1.70851451  0.65498327 -0.01469321],[0.3440691  1.4059726  0.26448731],[-0.71890804  0.2137083   0.        ]
6.415036678314209,[1.66582494 0.70606387 0.64352277],[ 1.71028763  0.65656244 -0.01469735],[0.39178594 1.54412259 0.29255364],[-0.71909777  0.213069    0.        ]
6.420047044754028,[1.66629684 0.70836664 0.64417317],[ 1.71176273  0.65823484 -0.01458693],[0.365206   0.92301027 0.16294055],[-0.71933379  0.21227083  0.        ]
6.425040245056152,[1.66646788 0.71118615 0.64565998],[ 1.7123085   0.66026887 -0.01393643],[0.42611607 0.88187589 0.2278079 ],[-0.71972009  0.21095734  0.        ]
6.4300007820129395,[1.6664408  0.71352109 0.64713202],[ 1.71290405  0.66200211 -0.01352439],[0.41851859 1.09213865 0.18102143],[-0.7199367  0.2102169  0.       ]
6.434999704360962,[1.66650687 0.71623466 0.64881995],[ 1.71290607  0.66341354 -0.0131442 ],[1.06371936 0.78817406 0.28566785],[-0.72001211  0.20995847  0.        ]
6.4400060176849365,[1.66630598 0.71894334 0.65101838],[ 1.71229147  0.66436626 -0.01286448],[0.95979839 0.56360847 0.04884798],[-0.71974597  0.210869    0.        ]
6.445006370544434,[1.66614842 0.72159971 0.65303208],[ 1.71107609  0.66511763 -0.01274514],[1.08975988 0.50046978 0.17472873],[-0.71928702  0.21242924  0.        ]
6.4500572681427,[1.66613203 0.72409506 0.65527189],[ 1.70947549  0.66584382 -0.01266709],[1.02485912 0.19987947 0.10416408],[-0.71878446  0.21412355  0.        ]
6.455038070678711,[1.66593226 0.72697938 0.65779422],[ 1.70682048  0.6666222  -0.012169  ],[ 1.56289825 -0.14126251  0.33917526],[-0.71828921  0.21577908  0.        ]
6.460042476654053,[1.66589104 0.73010226 0.66014028],[ 1.70455535  0.66732854 -0.0121288 ],[ 1.20729624 -0.2408396   0.09869141],[-0.71750245  0.21838095  0.        ]
6.465046644210815,[1.66584841 0.73339252 0.66269759],[ 1.70201379  0.66776715 -0.01198303],[ 1.58140124 -0.24658912  0.28763493],[-0.71639839  0.22197601  0.        ]
6.47000789642334,[1.66541277 0.73662545 0.66558562],[ 1.69916398  0.66795899 -0.01168755],[ 1.3796517  -0.08101349  0.22319862],[-0.71498816  0.2264772   0.        ]
6.475013971328735,[1.66481711 0.74002428 0.66850711],[ 1.69610293  0.66822983 -0.01141179],[ 1.05020838 -0.38373563  0.10781956],[-0.71343032  0.23133779  0.        ]
6.480058670043945,[1.66392821 0.74291578 0.67235993],[ 1.69269853  0.66885283 -0.01133655],[ 0.88797618 -0.35299133  0.09265085],[-0.71189252  0.23602763  0.        ]
6.485048532485962,[1.66318192 0.74580642 0.67568881],[ 1.6888555   0.66980208 -0.01152304],[ 0.77267043 -0.5705886   0.06258705],[-0.71030232  0.24077089  0.        ]
6.490008115768433,[1.66238322 0.74814425 0.67969033],[ 1.68383337  0.67051485 -0.01141325],[ 1.01656328 -0.70990044  0.1330253 ],[-0.70857592  0.24580513  0.        ]
6.495015859603882,[1.66158611 0.75041406 0.68373551],[ 1.67950716  0.67152187 -0.01166696],[ 0.26648792 -0.72996195 -0.18815824],[-0.70692772  0.2505059   0.        ]
6.499999761581421,[1.6600446  0.75218141 0.68806682],[ 1.67476636  0.67279159 -0.01199409],[ 0.02879153 -0.26121913 -0.14993274],[-0.70537996  0.25483153  0.        ]
6.504999160766602,[1.6583354  0.75409175 0.69196976],[ 1.6694997   0.67456413 -0.01266644],[ 0.13616248 -0.8375086  -0.22733134],[-0.70427753  0.25786268  0.        ]
6.510006666183472,[1.65751451 0.75609515 0.69607309],[ 1.66387511  0.67690879 -0.01343898],[ 0.29819701 -1.20221397 -0.23069449],[-0.70355349  0.25983164  0.        ]
6.515000104904175,[1.65653689 0.75851771 0.70014393],[ 1.65794727  0.67971956 -0.0140068 ],[ 0.45651301 -1.28338028 -0.16289457],[-0.70323145  0.260702    0.        ]
6.520005226135254,[1.65532814 0.76085021 0.70463596],[ 1.65190039  0.68263053 -0.01426473],[ 0.60104316 -1.50160589 -0.13133631],[-0.70314225  0.26094248  0.        ]
6.525033950805664,[1.65413812 0.76303584 0.70985504],[ 1.6445163   0.68575149 -0.01369643],[ 0.6114057  -1.8023391  -0.26748449],[-0.70321088  0.26075747  0.        ]
6.529998779296875,[1.65241307 0.76541896 0.71501959],[ 1.63785979  0.68898572 -0.01333869],[ 0.53672214 -1.28120737 -0.17633993],[-0.70331691  0.26047136  0.        ]
6.534999132156372,[1.65071173 0.76862851 0.72028968],[ 1.63083657  0.69263663 -0.01295802],[ 0.86553154 -0.96751144  0.0748363 ],[-0.70366075  0.25954103  0.        ]
6.540003061294556,[1.6482402  0.77207213 0.72672845],[ 1.62353882  0.69662022 -0.01250642],[ 0.65070111 -1.57921428 -0.04129635],[-0.70413093  0.25826273  0.        ]
6.545004844665527,[1.64648622 0.77510352 0.73279694],[ 1.6159112   0.70083871 -0.01194483],[ 0.50545233 -1.21016053  0.06551322],[-0.70462442  0.25691326  0.        ]
6.550006866455078,[1.64456948 0.77769365 0.73888759],[ 1.60781557  0.70534934 -0.01151248],[ 0.30049754 -1.27917415 -0.00576604],[-0.70517733  0.25539172  0.        ]
6.5550055503845215,[1.64238703 0.78118048 0.745689  ],[ 1.59826177  0.71062529 -0.01064339],[ 0.2301183 -0.3217809  0.2562501],[-0.70598036  0.25316344  0.        ]
6.560009002685547,[1.64013768 0.78446521 0.75197162],[ 1.58933855  0.71590316 -0.01027539],[ 0.14455621 -0.94560805  0.09945184],[-0.70670123  0.25114413  0.        ]
6.565011739730835,[1.63841742 0.78801203 0.75827135],[ 1.57991814  0.72146402 -0.0098107 ],[ 0.3885839  -1.145743    0.16659375],[-0.70748768  0.24892003  0.        ]
6.570009231567383,[1.63663478 0.79144119 0.76459   ],[ 1.57001767  0.72738392 -0.00939773],[ 0.13739429 -1.33956004  0.13253894],[-0.70843179  0.24622023  0.        ]
6.575014591217041,[1.63439201 0.79555345 0.7710814 ],[ 1.55983402  0.73382308 -0.00897779],[ 0.16699182 -0.01187671  0.55874418],[-0.709614    0.24279204  0.        ]
6.580016851425171,[1.63221848 0.7999968  0.77778797],[ 1.54928537  0.74052422 -0.00838321],[ 0.18966918 -0.26601088  0.49263857],[-0.71074714  0.23945458  0.        ]
6.585000514984131,[1.63097032 0.80456733 0.78413932],[ 1.53784341  0.74715648 -0.00776403],[ 0.6318803  -1.07815768  0.42113198],[-0.71150085  0.23720568  0.        ]
6.59000563621521,[1.62901616 0.80906672 0.79242466],[ 1.52462634  0.75404954 -0.00647113],[ 0.55964335 -1.03313255  0.31341122],[-0.71204583  0.23556473  0.        ]
6.595005035400391,[1.62776101 0.81395072 0.7993297 ],[ 1.5122335   0.76024303 -0.00561929],[ 1.15679669 -0.31039326  0.55068637],[-0.71213781  0.23528649  0.        ]
6.6000025272369385,[1.62575607 0.81918122 0.80653908],[ 1.49949982  0.76652977 -0.00476064],[3.72001676e-04 8.25160513e-01 6.78201607e-01],[-0.71178929  0.23633876  0.        ]
6.605001926422119,[1.62465736 0.82349281 0.8127483 ],[ 1.48539453  0.77281127 -0.00455474],[ 0.31423722 -0.77428396  0.61000267],[-0.71073736  0.23948363  0.        ]
6.609998941421509,[1.62473294 0.82701921 0.81836119],[ 1.47049377  0.77905713 -0.00454023],[ 0.07785398 -1.20668559  0.51038048],[-0.70940513  0.24340165  0.        ]
