timestamps,pos_com_hist,pos_clear_hist,angmom_wb_hist,heading_vec_hist
1.770002841949463,[ 0.88202282 -0.78527429  0.62033457],[ 0.8729827  -0.82469309 -0.01445079],[0.76142133 1.60016158 0.18246503],[-0.42373803  0.61882637  0.        ]
1.7750091552734375,[ 0.88393194 -0.78614912  0.61775815],[ 0.87574049 -0.8294393  -0.01459022],[0.61785316 1.57559689 0.13996814],[-0.42265134  0.61956908  0.        ]
1.780038595199585,[ 0.88567566 -0.78679216  0.61587486],[ 0.87880015 -0.83427864 -0.0143693 ],[0.58339567 2.10395359 0.2712389 ],[-0.42169887  0.62021776  0.        ]
1.7850019931793213,[ 0.88741712 -0.78763037  0.61374345],[ 0.88188787 -0.83903983 -0.01415328],[0.54316207 1.96903258 0.23301032],[-0.42065066  0.62092916  0.        ]
1.7900102138519287,[ 0.88982907 -0.78868359  0.61234969],[ 0.88529738 -0.84432755 -0.01386176],[0.54885185 2.1009904  0.26092068],[-0.41948029  0.62172043  0.        ]
1.7949979305267334,[ 0.89172492 -0.7895964   0.61102683],[ 0.88832203 -0.84889045 -0.0136462 ],[0.40226794 2.12231897 0.21513287],[-0.4181952   0.62258556  0.        ]
1.8000009059906006,[ 0.89343079 -0.79027338  0.6102496 ],[ 0.891503   -0.85336117 -0.01339991],[0.24244038 2.48070951 0.25163919],[-0.41708142  0.62333225  0.        ]
1.8050005435943604,[ 0.89502195 -0.79101349  0.60964715],[ 0.89466165 -0.85752376 -0.01337219],[0.06488194 2.49136823 0.18271365],[-0.41617968  0.62393467  0.        ]
1.8100001811981201,[ 0.89677197 -0.79170561  0.60904794],[ 0.89775873 -0.86136182 -0.01353004],[0.15454335 2.33076568 0.20937271],[-0.41551096  0.62438021  0.        ]
1.8150086402893066,[ 0.89846748 -0.79232414  0.60848913],[ 0.90073654 -0.86491812 -0.01376546],[0.17086295 2.35550878 0.22106447],[-0.414978    0.62473455  0.        ]
1.8200066089630127,[ 0.90097374 -0.79311209  0.6082111 ],[ 0.90415121 -0.86880695 -0.01382323],[0.26617022 2.32371168 0.28001663],[-0.4146801   0.62493233  0.        ]
1.8250093460083008,[ 0.90279674 -0.79363116  0.60819304],[ 0.90710243 -0.87190966 -0.01384611],[0.13243223 2.14531555 0.22345783],[-0.41454679  0.62502077  0.        ]
1.8300111293792725,[ 0.90462334 -0.79401495  0.60826341],[ 0.90985241 -0.8747018  -0.01380209],[0.2506445  2.21962273 0.32038319],[-0.41439163  0.62512365  0.        ]
1.835008144378662,[ 0.90647595 -0.7944604   0.60863248],[ 0.91236335 -0.8774517  -0.01346824],[0.21730312 2.00230293 0.10348098],[-0.41390358  0.6254469   0.        ]
1.8400046825408936,[ 0.90821619 -0.79451986  0.6097208 ],[ 0.91470107 -0.88007771 -0.01289169],[0.26905715 2.34743054 0.25194912],[-0.41344965  0.62574706  0.        ]
1.8450031280517578,[ 0.90976496 -0.79479981  0.61080195],[ 0.91663415 -0.88236589 -0.01248509],[0.13070946 1.90449631 0.07657965],[-0.41262288  0.62629255  0.        ]
1.8500094413757324,[ 0.91148625 -0.79487886  0.61194004],[ 0.91847287 -0.88420973 -0.01219141],[0.30037376 1.85510911 0.16729574],[-0.41219941  0.62657134  0.        ]
1.8550045490264893,[ 0.91357583 -0.79538838  0.61352642],[ 0.92029725 -0.88615711 -0.01189447],[0.15370384 2.00668972 0.11199441],[-0.41159394  0.62696924  0.        ]
1.86000657081604,[ 0.91494682 -0.79543932  0.61523853],[ 0.92159831 -0.88742489 -0.01174848],[ 8.94098302e-02  1.71603269e+00 -7.73142297e-04],[-0.41105299  0.62732403  0.        ]
1.8649988174438477,[ 0.91643731 -0.79539263  0.6170363 ],[ 0.92263247 -0.88821442 -0.0118038 ],[0.13771388 1.55953096 0.01432358],[-0.41059581  0.62762336  0.        ]
1.8700039386749268,[ 0.91781269 -0.79520448  0.61902247],[ 0.92358965 -0.88859395 -0.01191079],[ 0.04613972  1.41115897 -0.03750076],[-0.41037866  0.62776537  0.        ]
1.8750042915344238,[ 0.91928445 -0.79467131  0.62093959],[ 0.92439511 -0.88860343 -0.01201009],[0.29593435 1.31930638 0.07822844],[-0.41032449  0.62780078  0.        ]
1.8800110816955566,[ 0.92073957 -0.79415196  0.62310639],[ 0.92507042 -0.8882894  -0.01206604],[ 0.1694556   1.01431911 -0.02878245],[-0.41031148  0.62780928  0.        ]
1.8850047588348389,[ 0.92235062 -0.79349924  0.62549335],[ 0.92559695 -0.88760134 -0.01205683],[0.29540264 1.14391298 0.08439214],[-0.41023922  0.6278565   0.        ]
1.8900103569030762,[ 0.92428809 -0.79295845  0.62835608],[ 0.92623641 -0.88665076 -0.01196755],[-0.03308314  0.87729041 -0.10534347],[-0.41027479  0.62783325  0.        ]
1.8949980735778809,[ 0.92609132 -0.79185465  0.63113435],[ 0.92663541 -0.88533847 -0.01167208],[0.48298995 0.69782915 0.15242762],[-0.41037133  0.62777016  0.        ]
1.9000024795532227,[ 0.92807309 -0.79053531  0.63408852],[ 0.92685675 -0.88385121 -0.01129193],[0.47308396 0.47795615 0.06410489],[-0.41011889  0.62793511  0.        ]
1.9050037860870361,[ 0.93003396 -0.78894337  0.63724506],[ 0.92675298 -0.88223829 -0.01093538],[0.70761215 0.58561832 0.20956662],[-0.40913663  0.62857555  0.        ]
1.909996509552002,[ 0.93189812 -0.78724229  0.64049326],[ 0.9263442  -0.88053509 -0.01061405],[0.49691713 0.31331961 0.07635132],[-0.40766641  0.62953006  0.        ]
1.9150023460388184,[ 0.93422334 -0.78512279  0.64363648],[ 0.92578787 -0.878664   -0.01040124],[1.2785367  0.13872753 0.50148906],[-0.40583952  0.63070935  0.        ]
1.919999122619629,[ 0.9373239  -0.78349172  0.64693851],[ 0.92496768 -0.87677194 -0.01034297],[ 0.81727004 -0.18584004  0.12359369],[-0.40282119  0.63264136  0.        ]
1.9250023365020752,[ 0.93986241 -0.78120114  0.65040366],[ 0.92359626 -0.87517902 -0.01013519],[ 1.37270852 -0.01459772  0.39480381],[-0.39833435  0.635476    0.        ]
1.9300036430358887,[ 0.94195814 -0.77900046  0.65405167],[ 0.92156435 -0.87392711 -0.00976406],[ 0.91334908 -0.20069937  0.01973677],[-0.39228511  0.63922797  0.        ]
1.9349980354309082,[ 0.94332028 -0.77734775  0.65813324],[ 0.91925685 -0.87274461 -0.00941742],[ 0.54668607 -0.210396   -0.05994692],[-0.3853616   0.64342555  0.        ]
1.9400038719177246,[ 0.94499688 -0.77486383  0.66213923],[ 0.91662991 -0.87123765 -0.00928937],[ 0.46762268 -0.40717741 -0.19441302],[-0.37804854  0.64774941  0.        ]
1.9450061321258545,[ 0.94572317 -0.77243951  0.66684336],[ 0.9136595  -0.86933697 -0.00941692],[ 0.74950545 -0.60544204 -0.1491455 ],[-0.37056557  0.65205917  0.        ]
1.9500102996826172,[ 0.94697231 -0.77072593  0.67094868],[ 0.91015123 -0.86714139 -0.00969975],[ 0.8454119  -0.99837232 -0.26118942],[-0.36272176  0.65645481  0.        ]
1.9550025463104248,[ 0.94741721 -0.77061222  0.67574547],[ 0.90617759 -0.86487938 -0.0099724 ],[-0.09118482 -0.74684245 -0.54830687],[-0.35378991  0.66131135  0.        ]
1.9600036144256592,[ 0.94722644 -0.76913577  0.68081283],[ 0.90254136 -0.86197964 -0.01011161],[-0.11281707 -0.20796791 -0.35210073],[-0.34655804  0.6651297   0.        ]
1.9650001525878906,[ 0.94684536 -0.76798956  0.68575853],[ 0.89885532 -0.85822605 -0.01063585],[-0.43172545 -1.21465959 -0.72449558],[-0.34069362  0.66815257  0.        ]
1.9700045585632324,[ 0.94688257 -0.76684691  0.69049892],[ 0.8952267  -0.85360162 -0.01135948],[-0.01564969 -1.32339199 -0.5601043 ],[-0.33597176  0.67053932  0.        ]
1.9750008583068848,[ 0.94740839 -0.76495802  0.6951793 ],[ 0.89181573 -0.84827321 -0.01190816],[ 0.04545799 -1.02524499 -0.4006698 ],[-0.33278703  0.67212558  0.        ]
1.980027437210083,[ 0.94799331 -0.76312479  0.70010024],[ 0.88875529 -0.84255653 -0.0121914 ],[ 0.04072941 -1.3024609  -0.32889489],[-0.33067305  0.67316813  0.        ]
1.9850044250488281,[ 0.94816675 -0.76073754  0.70628516],[ 0.8859527  -0.83621327 -0.01210502],[-0.1784979  -1.40634325 -0.38568071],[-0.32983816  0.6735776   0.        ]
1.9900133609771729,[ 0.94867261 -0.75926464  0.71199433],[ 0.88352736 -0.82941748 -0.01185494],[-0.38096214 -1.09052005 -0.33516837],[-0.32953497  0.67372598  0.        ]
1.9950010776519775,[ 0.94969116 -0.75611736  0.71762527],[ 0.8812898  -0.82208667 -0.01148823],[ 0.22725933 -0.73719113  0.04200794],[-0.33053715  0.67323487  0.        ]
2.000002861022949,[ 0.95070085 -0.75280548  0.72351472],[ 0.87925251 -0.81437151 -0.01097421],[-0.11091565 -1.04026909 -0.02480066],[-0.33197061  0.67252919  0.        ]
2.005014181137085,[ 0.95177441 -0.74966495  0.72993392],[ 0.87713506 -0.80629884 -0.01027724],[-0.02114096 -0.70835768  0.08379648],[-0.33346398  0.67178998  0.        ]
2.0100133419036865,[ 0.95269147 -0.74636967  0.73640368],[ 0.87472092 -0.79771635 -0.00972391],[-0.20574042 -0.65175798  0.06582886],[-0.33495102  0.67104978  0.        ]
2.0150513648986816,[ 0.95322192 -0.74278114  0.74304189],[ 0.87222254 -0.78857232 -0.00932419],[-0.13788679 -0.27373794  0.22944846],[-0.33670811  0.67016986  0.        ]
2.020012378692627,[ 0.95531694 -0.73952705  0.74962668],[ 0.8696381  -0.77819986 -0.00888132],[-0.34192511 -0.61632943  0.11559312],[-0.33903725  0.66899458  0.        ]
2.025009870529175,[ 0.9564392  -0.73605224  0.75627937],[ 0.86639957 -0.76801093 -0.00838726],[ 0.05659185 -0.72939594  0.16155247],[-0.34057575  0.66821266  0.        ]
2.030015707015991,[ 0.95792913 -0.73300034  0.76274922],[ 0.86254871 -0.75723686 -0.00799452],[ 0.13600573 -0.99936357  0.11240135],[-0.34204257  0.66746302  0.        ]
2.035005807876587,[ 0.95898512 -0.72909438  0.76942414],[ 0.85860302 -0.7460153  -0.0074963 ],[-0.14005201  0.29419249  0.4120098 ],[-0.34371569  0.66660298  0.        ]
2.0400495529174805,[ 0.95930348 -0.72333208  0.77810736],[ 0.85466583 -0.7346674  -0.00679633],[ 0.12931877 -0.11557779  0.38044193],[-0.34518203  0.66584485  0.        ]
2.0450596809387207,[ 0.96093968 -0.71941439  0.78495644],[ 0.84981521 -0.72259791 -0.00606661],[ 0.41530597 -0.96519823  0.2363381 ],[-0.34528662  0.66579062  0.        ]
2.0500078201293945,[ 0.96282287 -0.71582493  0.7913181 ],[ 0.84423702 -0.71003772 -0.0053018 ],[ 0.4173685  -0.45959618  0.30722826],[-0.34439481  0.66625237  0.        ]
2.055009365081787,[ 0.96525231 -0.71238859  0.79811964],[ 0.83837184 -0.69717111 -0.00438113],[ 0.49630587 -0.05231309  0.46258484],[-0.34258047  0.6671871   0.        ]
2.0600414276123047,[ 0.9683763  -0.70990102  0.80504596],[ 0.8328166  -0.68359429 -0.0033195 ],[-0.32708965  0.54503686  0.59114451],[-0.34022336  0.66839215  0.        ]
2.0650086402893066,[ 0.97042202 -0.70679875  0.8116062 ],[ 0.8263703  -0.66948585 -0.00261459],[-0.03845317 -1.12177879  0.37673256],[-0.33589245  0.67057905  0.        ]
2.0700485706329346,[ 0.97285305 -0.70452002  0.81753559],[ 0.81957944 -0.65492722 -0.00212391],[-0.10973242 -1.67856006  0.33086132],[-0.3312182   0.67290007  0.        ]
2.075007915496826,[ 0.97546256 -0.70317418  0.82235773],[ 0.8126648  -0.64026569 -0.00121856],[-0.29463188 -1.75662267  0.18718712],[-0.32528532  0.67578803  0.        ]
2.080040216445923,[ 0.97898908 -0.70394354  0.8259391 ],[ 8.05696492e-01 -6.25304723e-01  1.11003141e-04],[ 1.2581459  -4.94426094 -1.64405739],[-0.31778719  0.67934623  0.        ]
2.085012912750244,[ 0.98501685 -0.70430541  0.82868793],[ 0.79875258 -0.6104088   0.00247839],[-0.52132397 -4.46809076  0.25280032],[-0.31216945  0.68194592  0.        ]
2.0900208950042725,[ 0.98926948 -0.70556281  0.83227392],[ 0.79656417 -0.59720514  0.00497327],[-0.41742332 -1.2555529   0.8432357 ],[-0.31229728  0.68188739  0.        ]
2.095022201538086,[ 0.99153768 -0.70352327  0.83640794],[ 0.79467224 -0.58575654  0.00788971],[-0.20665011 -2.44565624 -0.21510535],[-0.31262947  0.68173515  0.        ]
2.1000142097473145,[ 0.99556963 -0.70515835  0.83783768],[ 0.79394914 -0.57523817  0.01076723],[-0.55606571 -5.04005066  0.13257529],[-0.31482162  0.68072561  0.        ]
2.105009078979492,[ 1.00107389 -0.70578411  0.83938324],[ 0.79496784 -0.56734891  0.01434281],[ 0.34820478 -4.23246251 -0.05667534],[-0.32126832  0.67770692  0.        ]
2.11000919342041,[ 1.00444703 -0.70512566  0.84191135],[ 0.79837132 -0.56234892  0.01853579],[-1.07520607 -2.0689839   0.55362576],[-0.32883878  0.67406606  0.        ]
2.1150126457214355,[ 1.00776363 -0.70431148  0.84483504],[ 0.80421949 -0.55915772  0.0224432 ],[-0.84408634 -2.36246033  0.97179492],[-0.33891019  0.66905895  0.        ]
2.1200149059295654,[ 1.01100581 -0.70372501  0.8479549 ],[ 0.81117905 -0.55715299  0.02652194],[-1.49313716 -2.6492291   0.99094638],[-0.34977842  0.66344183  0.        ]
2.1250216960906982,[ 1.01240937 -0.70115345  0.85205424],[ 0.81998116 -0.55710067  0.03072955],[-1.11650279 -0.78561447  1.45712449],[-0.36330404  0.65613274  0.        ]
2.130011796951294,[ 1.01437442 -0.69933343  0.85522122],[ 0.82808777 -0.55721337  0.0350423 ],[-1.31295184 -1.00842559  0.92832882],[-0.37321021  0.65054911  0.        ]
2.1350109577178955,[ 1.01677739 -0.69772029  0.85860991],[ 0.83592526 -0.55759827  0.03948988],[-0.77471626 -0.51389211  0.51396507],[-0.38044593  0.64634425  0.        ]
2.1400105953216553,[ 1.02092832 -0.6935918   0.86231581],[ 0.84368529 -0.55836755  0.04416542],[1.66306221 0.58919237 0.56489564],[-0.38790054  0.6418981   0.        ]
2.1450085639953613,[ 1.02468671 -0.68999865  0.86513344],[ 0.85063039 -0.55914634  0.04868902],[0.27170699 0.57913586 0.21892896],[-0.39347975  0.63849329  0.        ]
2.1500117778778076,[ 1.02750357 -0.68649927  0.86828342],[ 0.85717945 -0.55947733  0.05269311],[-0.11084473  0.14989404  0.56289825],[-0.39771541  0.63586355  0.        ]
2.1550068855285645,[ 1.02875819 -0.68253289  0.87161461],[ 0.865094   -0.56002597  0.05613687],[-0.86770109 -0.10803435  0.81565426],[-0.40407738  0.63183975  0.        ]
2.1600069999694824,[ 1.03089305 -0.6808074   0.87355674],[ 0.87252655 -0.55972676  0.05946351],[-1.3255537  -0.80924874  0.76401423],[-0.40924301  0.62850629  0.        ]
2.1650073528289795,[ 1.03292987 -0.6794299   0.87521447],[ 0.88023108 -0.55944047  0.0626807 ],[-1.48436075 -1.01449743  0.82650072],[-0.41552945  0.6243679   0.        ]
2.170011043548584,[ 1.03471054 -0.67763458  0.87693818],[ 0.88830836 -0.55947453  0.06595743],[-1.86571996 -0.32270564  0.79514223],[-0.42224039  0.61984922  0.        ]
2.175008535385132,[ 1.036852   -0.67538375  0.87862048],[ 0.89652246 -0.55952649  0.06921966],[-0.25061218 -0.276462    0.80086623],[-0.42894556  0.61522818  0.        ]
2.1800241470336914,[ 1.04020751 -0.67159589  0.88042163],[ 0.90385124 -0.55951911  0.07233456],[0.90405302 0.38941616 0.49827189],[-0.43518695  0.6108292   0.        ]
2.1850152015686035,[ 1.0427114  -0.66817982  0.88224015],[ 0.91068613 -0.55939878  0.07517962],[-0.57062528  0.65063836  0.52890566],[-0.43948313  0.60774549  0.        ]
2.1900219917297363,[ 1.04373503 -0.6639505   0.88412344],[ 0.91841907 -0.55932397  0.07731326],[-0.35041817  0.63665137  0.70423587],[-0.44499991  0.60371772  0.        ]
2.1950314044952393,[ 1.04680083 -0.66142969  0.88432714],[ 0.92485755 -0.55801214  0.0791448 ],[-0.54208263 -0.29067762  0.60959843],[-0.44909857  0.60067502  0.        ]
2.2000131607055664,[ 1.04901488 -0.65974373  0.88437869],[ 0.93094958 -0.5564696   0.08063483],[-1.29869816 -0.79564726  0.45894596],[-0.45243142  0.59816871  0.        ]
2.2050116062164307,[ 1.05108612 -0.65807022  0.88416771],[ 0.93749287 -0.55483591  0.08195757],[-1.62909978 -0.77285628  0.67900625],[-0.45756559  0.59425056  0.        ]
2.2100093364715576,[ 1.05329937 -0.655943    0.88381402],[ 0.9442225  -0.55328545  0.08317398],[-1.25304531 -0.28531434  0.65196036],[-0.46298632  0.59003701  0.        ]
2.2150161266326904,[ 1.05507534 -0.65403088  0.88348929],[ 0.95126532 -0.55182546  0.08426528],[-1.23369285 -0.086584    0.68645266],[-0.46847668  0.58568729  0.        ]
2.2200090885162354,[ 1.05740234 -0.65174064  0.88314211],[ 0.95817438 -0.5502393   0.08515607],[-1.09643173 -0.04081844  0.74146271],[-0.47447362  0.58083972  0.        ]
2.2250092029571533,[ 1.05859293 -0.64868409  0.88254184],[ 0.96608254 -0.54892543  0.08532123],[-0.70299744  0.27373561  0.73923206],[-0.48149848  0.57502975  0.        ]
2.230010509490967,[ 1.0607886  -0.64581577  0.88166807],[ 0.97258605 -0.54686719  0.08548386],[-1.13921017  0.15546893  0.71508529],[-0.48698478  0.57039094  0.        ]
2.2350165843963623,[ 1.06301914 -0.64320515  0.88039635],[ 0.97865139 -0.54458012  0.08517829],[-0.95967588 -0.01522925  0.65532939],[-0.49178739  0.56625539  0.        ]
2.2400150299072266,[ 1.06545752 -0.64096219  0.8784217 ],[ 0.98449023 -0.54216214  0.08455873],[-0.80699906 -0.06891042  0.6582648 ],[-0.49639219  0.56222308  0.        ]
2.245013475418091,[ 1.06783799 -0.63863336  0.87637234],[ 0.99023859 -0.53960928  0.08370747],[-1.16397847 -0.21394791  0.53962005],[-0.50109971  0.55803144  0.        ]
2.2500112056732178,[ 1.07011759 -0.63638794  0.87417757],[ 0.99594928 -0.53703468  0.08265047],[-1.15396198 -0.13553276  0.55395032],[-0.50580139  0.55377338  0.        ]
2.2550110816955566,[ 1.07192336 -0.63428439  0.87108199],[ 1.00262035 -0.53469837  0.08066617],[-0.77154306 -0.29003309  0.56051851],[-0.51149814  0.54851586  0.        ]
2.26001238822937,[ 1.07429234 -0.63199473  0.86840996],[ 1.00842367 -0.53194735  0.0792055 ],[-1.16646382 -0.1508805   0.59498918],[-0.51660524  0.54370859  0.        ]
2.2650113105773926,[ 1.0766799  -0.62958842  0.86560733],[ 1.01427479 -0.52913923  0.07753023],[-0.96652236 -0.12814155  0.71056077],[-0.52169921  0.53882273  0.        ]
2.2700107097625732,[ 1.0790572  -0.62741629  0.86234581],[ 1.02013862 -0.52623893  0.07561985],[-1.43802758 -0.35853806  0.59434265],[-0.52691906  0.53371931  0.        ]
2.275014638900757,[ 1.0813403  -0.62528645  0.85914966],[ 1.02597872 -0.52331573  0.07345756],[-1.09517527 -0.31975742  0.63683543],[-0.53185633  0.52879944  0.        ]
2.28005051612854,[ 1.08392255 -0.62267453  0.85578278],[ 1.03169234 -0.52030388  0.07098158],[-0.78392582  0.15612721  0.72990863],[-0.53679052  0.52378997  0.        ]
2.2850117683410645,[ 1.08605193 -0.61990403  0.85236191],[ 1.0371731  -0.51728108  0.06800929],[-0.82615324  0.33477294  0.62152002],[-0.54105005  0.51938891  0.        ]
2.29002046585083,[ 1.08831994 -0.61755085  0.84763542],[ 1.04322295 -0.51421947  0.06353925],[-0.84935675 -0.14833469  0.58113998],[-0.54569108  0.51451068  0.        ]
2.2950172424316406,[ 1.09112693 -0.61446144  0.8436132 ],[ 1.04806394 -0.5108055   0.0595288 ],[-0.2346796   0.2756291   0.68296836],[-0.54951343  0.51042628  0.        ]
2.3000082969665527,[ 1.09389308 -0.6113474   0.83917528],[ 1.0526952  -0.50731891  0.05510213],[-0.70439864  0.12297034  0.63309485],[-0.55263358  0.50704648  0.        ]
2.3050105571746826,[ 1.09695069 -0.60827077  0.83448284],[ 1.05714452 -0.50383614  0.05025354],[-0.21563519 -0.16657993  0.62745178],[-0.55511471  0.50432892  0.        ]
2.310009241104126,[ 1.09982512 -0.60566274  0.82938928],[ 1.06153336 -0.50049095  0.04515599],[-0.64045137 -0.1917674   0.71178404],[-0.55694184  0.50231045  0.        ]
2.315009832382202,[ 1.10209817 -0.60329703  0.82419721],[ 1.06613378 -0.49719262  0.0398836 ],[-1.69645899  0.39000085  0.76068052],[-0.55870964  0.50034342  0.        ]
2.3200151920318604,[ 1.10406218 -0.60109699  0.81887232],[ 1.07055927 -0.49396543  0.03421202],[-1.14693614  0.33947611  0.59206921],[-0.55970375  0.49923112  0.        ]
2.32501482963562,[ 1.10624707 -0.59910412  0.81186084],[ 1.07556502 -0.49062989  0.02691385],[-0.85314833 -0.03279492  0.62161163],[-0.56109374  0.49766838  0.        ]
2.3300113677978516,[ 1.10873858 -0.59658372  0.8058265 ],[ 1.07946043 -0.4870917   0.02032959],[-0.76749522 -0.05990823  0.54713598],[-0.56214466  0.496481    0.        ]
2.335012197494507,[ 1.11117719 -0.59406781  0.79945488],[ 1.08319796 -0.48347823  0.01339285],[-0.91573463 -0.02537221  0.56039695],[-0.56312547  0.49536825  0.        ]
2.3400075435638428,[ 1.11380971 -0.59190568  0.79227645],[ 1.08694821 -0.47976267  0.00614674],[-0.96648049 -0.74493926  0.48351474],[-0.56431235  0.49401577  0.        ]
2.3450098037719727,[ 1.11867057 -0.59109093  0.78225522],[ 1.09102761e+00 -4.76357647e-01 -1.04910908e-03],[-0.864762   -3.24914603  0.1795373 ],[-0.56544763  0.49271592  0.        ]
2.350013017654419,[ 1.12361655 -0.59008516  0.77200533],[ 1.09674528 -0.47534581 -0.00677563],[ 0.31229967 -2.58744945  0.08238657],[-0.56577463  0.4923404   0.        ]
2.3550100326538086,[ 1.12863974 -0.58672291  0.76262765],[ 1.10432007 -0.47700662 -0.01126907],[ 0.91817572 -0.4694664   0.26245906],[-0.56622975  0.4918169   0.        ]
2.3600118160247803,[ 1.13182112 -0.58462714  0.75501754],[ 1.11145059 -0.4801397  -0.01287671],[ 1.0310985  -0.84607138 -0.15418731],[-0.56434338  0.49398031  0.        ]
2.365011692047119,[ 1.13535526 -0.58239187  0.74779588],[ 1.11737325 -0.48419894 -0.01307318],[ 1.39769827 -1.58353418  0.04172741],[-0.56199291  0.49665276  0.        ]
2.370011568069458,[ 1.13681938 -0.58107369  0.74173592],[ 1.12353664 -0.48920552 -0.01141974],[ 0.06324577 -0.73567557 -0.37795936],[-0.55905081  0.49996219  0.        ]
2.375011444091797,[ 1.13843026 -0.57982228  0.73675497],[ 1.12803301 -0.49501076 -0.00929736],[ 1.51458843 -1.33776256 -0.47776418],[-0.55492141  0.5045416   0.        ]
2.380028247833252,[ 1.13901357 -0.57918294  0.73214995],[ 1.13135528 -0.50121411 -0.00694843],[ 1.02979351 -0.23739667 -0.76464078],[-0.55048893  0.50937407  0.        ]
2.3850154876708984,[ 1.1392693  -0.57890785  0.72775284],[ 1.1335738  -0.5079407  -0.00510586],[ 1.52161977 -0.36894056 -0.71408847],[-0.54538135  0.51483898  0.        ]
2.3900246620178223,[ 1.13972958 -0.57858207  0.72386623],[ 1.13589419 -0.51520446 -0.0036278 ],[ 1.46721923 -0.79566834 -0.62017066],[-0.54125462  0.51917572  0.        ]
2.3950228691101074,[ 1.14110782 -0.57872183  0.71897566],[ 1.1379401  -0.52090738 -0.00294838],[ 1.41583857  0.17415455 -0.3033632 ],[-0.53804222  0.52250414  0.        ]
2.400010585784912,[ 1.14223852 -0.57773073  0.71511772],[ 1.13979737 -0.52568097 -0.00311936],[1.95030199 0.58151539 0.03616818],[-0.53580688  0.52479614  0.        ]
2.405008316040039,[ 1.14324306 -0.5774671   0.71089177],[ 1.14162542 -0.5303768  -0.00412091],[ 1.21536677  0.67312173 -0.19164826],[-0.53288363  0.52776419  0.        ]
2.4100053310394287,[ 1.14516969 -0.57691636  0.70625156],[ 1.14347505 -0.53460159 -0.00574542],[ 1.85522208  0.34253793 -0.04274398],[-0.53019682  0.53046332  0.        ]
2.4150218963623047,[ 1.14714462 -0.5763247   0.70100745],[ 1.14580806 -0.53867368 -0.00763452],[ 1.22262296  0.44568568 -0.17725007],[-0.52734617  0.53329731  0.        ]
2.42000675201416,[ 1.15018812 -0.57565176  0.69536138],[ 1.14913523 -0.54215545 -0.0093558 ],[ 1.42180789 -0.46499618  0.09206048],[-0.52547982  0.53513639  0.        ]
2.4250078201293945,[ 1.15290702 -0.57557191  0.68976398],[ 1.15441012 -0.54647526 -0.01035531],[0.56903251 0.29298464 0.19760756],[-0.52425746  0.53633396  0.        ]
2.430009365081787,[ 1.15516878 -0.57454393  0.68484637],[ 1.16050268 -0.54981118 -0.01003524],[0.20197428 0.83888549 0.39796417],[-0.52434127  0.53625202  0.        ]
2.435007095336914,[ 1.15780415 -0.57400061  0.68056772],[ 1.16691966 -0.55323637 -0.00920883],[0.18132457 0.44173461 0.13961414],[-0.52465346  0.53594659  0.        ]
2.440009593963623,[ 1.16009145 -0.57319235  0.6770269 ],[ 1.17338679 -0.55683169 -0.00797991],[0.26789438 1.25740518 0.26598979],[-0.52491196  0.53569342  0.        ]
2.4450089931488037,[ 1.16263414 -0.57250323  0.67285586],[ 1.17953438 -0.56020375 -0.00704296],[0.12653898 1.55265051 0.20262647],[-0.52537202  0.53524223  0.        ]
2.450011730194092,[ 1.16506985 -0.57187182  0.66965606],[ 1.18544636 -0.56325528 -0.00656909],[0.17078832 1.31606567 0.26685655],[-0.52638595  0.5342451   0.        ]
2.455010414123535,[ 1.16751713 -0.57128541  0.66709648],[ 1.19187567 -0.5667897  -0.00633444],[0.12414575 1.95551419 0.33313676],[-0.5278761   0.53277276  0.        ]
2.460008382797241,[ 1.16902341 -0.57069706  0.66438722],[ 1.19692167 -0.56994848 -0.0066841 ],[0.48896915 2.24322628 0.34278985],[-0.52882701  0.53182891  0.        ]
2.465008020401001,[ 1.17109273 -0.57052282  0.66125724],[ 1.2007355  -0.57332603 -0.00796505],[0.87905819 1.44346186 0.06722996],[-0.52876657  0.53188901  0.        ]
2.4700088500976562,[ 1.17339343 -0.57062532  0.65787793],[ 1.20377968 -0.57711862 -0.00956361],[ 1.09977395  1.38049447 -0.00260562],[-0.52797276  0.53267698  0.        ]
2.475008964538574,[ 1.17554716 -0.5705748   0.65459457],[ 1.20666884 -0.58123658 -0.01093162],[1.30674622 1.80923758 0.18138574],[-0.52699404  0.53364528  0.        ]
2.480020523071289,[ 1.17791327 -0.57046521  0.65152308],[ 1.20970381 -0.58566997 -0.01182073],[1.48927586 1.52965985 0.24225685],[-0.52596267  0.53466183  0.        ]
2.4850172996520996,[ 1.18008145 -0.57068452  0.64884232],[ 1.21262808 -0.59036467 -0.0122328 ],[1.28332559 1.45767223 0.09005485],[-0.52439818  0.53619637  0.        ]
2.490025520324707,[ 1.18219531 -0.57092231  0.64639482],[ 1.21579578 -0.59581474 -0.01228732],[1.11799552 1.83376182 0.04956733],[-0.52254946  0.5379982   0.        ]
2.495025396347046,[ 1.18443855 -0.57104252  0.64475569],[ 1.21889934 -0.60062805 -0.01176458],[1.24214777 1.81892623 0.20148866],[-0.52068665  0.53980127  0.        ]
2.500012159347534,[ 1.18647006 -0.57082168  0.64376641],[ 1.22241352 -0.60531391 -0.01090872],[0.86794392 2.26957727 0.1981335 ],[-0.51903556  0.54138903  0.        ]
