timestamps,angvel_base_hist,I_hist,h_com_hist,angmom_wb_hist
0.3509998322,[-0.05197323 -0.21948837  0.10250759],[2.19350248 2.58129049 0.54068525],0.7587808298,[-0.07838859  7.65900583  0.03645513]
0.3520021439,[-0.05705838 -0.21140558  0.08919219],[2.20189428 2.58812231 0.53908239],0.7607675952,[-0.09455485  7.6768099   0.02843167]
0.3530025482,[-0.06261929 -0.19616474  0.07455798],[2.22838216 2.60937705 0.53387329],0.7627621786,[-0.11443983  7.85599611  0.01830164]
0.3540010452,[-0.06266215 -0.18132712  0.06199869],[2.24649463 2.62394979 0.53033377],0.7647653999,[-0.12083765  7.93069464  0.01060629]
0.3550014496,[-0.06029681 -0.16859579  0.04807097],[2.26451794 2.63842709 0.52679353],0.7667780274,[-1.21327774e-01  7.99576563e+00  4.14758198e-03]
0.3559994698,[-0.0574355  -0.16018936  0.03668856],[2.27268908 2.64506656 0.52523609],0.7688007508,[-1.18832064e-01  7.96638034e+00 -5.52971839e-04]
0.357000351,[-0.05778742 -0.1553984   0.0254755 ],[2.28960832 2.65866809 0.52192651],0.7708341536,[-1.24307553e-01  7.99666088e+00 -6.19700186e-03]
0.3579995632,[-0.06001553 -0.15934351  0.01707851],[2.30762089 2.67313238 0.51839051],0.772878687,[-0.13323891  8.03125084 -0.01078863]
0.3589999676,[-0.06237459 -0.17324844  0.01738561],[2.32558709 2.68774554 0.51490791],0.7749346463,[-0.13966056  8.04514626 -0.01064319]
0.3600273132,[-0.06100069 -0.19242015  0.01804377],[2.34379963 2.70237906 0.51133399],0.7770021493,[-0.13833686  8.0623791  -0.01107616]
0.3610048294,[-0.05794975 -0.21475628  0.01089254],[2.36101869 2.71622507 0.50795929],0.7790811186,[-0.13399658  8.13028847 -0.01314372]
0.3620393276,[-0.06091024 -0.2350724   0.00654893],[2.3795804  2.73111441 0.50428656],0.7811712678,[-0.14377611  8.25831136 -0.01624079]
0.3630001545,[-0.0635135  -0.25769234  0.00320151],[2.39828469 2.74609299 0.50055685],0.7832720916,[-0.15225997  8.42765626 -0.0183921 ]
0.3639993668,[-0.05736788 -0.27734286 -0.00042371],[2.41612505 2.76037199 0.49698647],0.7853828612,[-0.13969928  8.66016866 -0.01897084]
0.3650007248,[-0.04947126 -0.29135117 -0.00113276],[2.43537016 2.77572905 0.4930929 ],0.7875026253,[-0.12165216  8.97027146 -0.0174948 ]
0.3659996986,[-0.03731056 -0.30699012  0.00331149],[2.45505719 2.79139241 0.48907017],0.7896302159,[-0.09179832  9.36383318 -0.01334025]
0.3670027256,[-0.02767991 -0.31889224  0.00802478],[2.4739706  2.80640797 0.48516608],0.7917642601,[-6.73341522e-02  9.83871384e+00 -9.23088060e-03]
0.3679995537,[-0.01754156 -0.32753962  0.00418575],[2.49433126 2.8225422  0.48094776],0.7939031973,[-4.29134016e-02  1.02889438e+01 -8.39647430e-03]
0.3690006733,[-0.01422729 -0.33416656 -0.00448993],[2.51464691 2.83865822 0.47675376],0.7960453022,[-0.03623524 10.60272706 -0.01085092]
0.3699994087,[-0.0171402  -0.34029019 -0.01867423],[2.5338308  2.85387256 0.47278591],0.7981887121,[-0.04638368 10.8247237  -0.01694521]
0.3709990978,[-0.02442227 -0.34331879 -0.03447692],[2.55389811 2.86980439 0.46865665],0.8003314597,[-0.06921552 10.97246792 -0.02617747]
0.3720002174,[-0.03718986 -0.34272686 -0.04968354],[2.57369392 2.88555073 0.46461086],0.8024715097,[-0.10523953 10.97927088 -0.03440711]
0.3729991913,[-0.04710465 -0.34063661 -0.05850202],[2.58277769 2.89283956 0.46277134],0.8046067986,[-0.1336038  10.8375009  -0.04069098]
0.3739998341,[-0.05259421 -0.34065434 -0.06128399],[2.60190783 2.90813217 0.45893129],0.8067352773,[-0.14890864 10.69464775 -0.04205885]
0.375,[-0.05480662 -0.3459169  -0.0646128 ],[2.6196371  2.92236493 0.45542461],0.8088549552,[-0.15681455 10.68744394 -0.04477636]
0.3759994507,[-0.06482774 -0.3598437  -0.08539907],[2.63876187 2.93767785 0.4516085 ],0.8109639452,[-0.18778515 10.59613359 -0.05514615]
0.3770000935,[-0.08330583 -0.38416541 -0.11415795],[2.65753483 2.9527508  0.44789613],0.8130605077,[-0.24179587 10.50827836 -0.06873037]
0.3779995441,[-0.09073024 -0.42172804 -0.13817127],[2.66643204 2.95999282 0.44617598],0.8151430933,[-0.26583586 10.37449453 -0.07980608]
0.3790049553,[-0.09037177 -0.46118268 -0.14891549],[2.69478354 2.98276778 0.44061728],0.8172103832,[-0.26590265 10.66715574 -0.0815087 ]
0.3800010681,[-0.08370248 -0.51192892 -0.14952724],[2.71277477 2.99729741 0.43711748],0.8192613247,[-0.24899401 10.78001094 -0.08148837]
0.3810141087,[-0.07960813 -0.56401706 -0.13638457],[2.72347835 3.00601644 0.43504883],0.8212951627,[-0.23655218 11.00167064 -0.075583  ]
0.3820028305,[-0.08009929 -0.60785615 -0.11731152],[2.74331507 3.02207053 0.43121263],0.8233114647,[-0.23565074 11.33602933 -0.06641229]
0.3830385208,[-0.07664925 -0.64638174 -0.10173088],[2.76208303 3.03729022 0.42759812],0.8253101388,[-0.22550121 11.64671293 -0.05980314]
0.3840003014,[-0.05810363 -0.68606472 -0.09977593],[2.78189185 3.0534036  0.42383648],0.827291444,[-0.17391441 11.93541298 -0.05719507]
0.3849999905,[-0.0409632  -0.7178582  -0.10696217],[2.80048781 3.06855786 0.4203247 ],0.8292559924,[-0.12537473 12.30376008 -0.05793866]
0.3860077858,[-0.03024633 -0.74902982 -0.1136501 ],[2.82027642 3.08467669 0.41659192],0.8312047417,[-0.09497609 12.77277737 -0.06042204]
0.3870027065,[-0.01894395 -0.77752841 -0.11899606],[2.83978341 3.10062815 0.41297196],0.8331389794,[-0.06263268 13.20528032 -0.06314737]
0.388001442,[-0.01214143 -0.79911947 -0.12209518],[2.85915086 3.11652359 0.40942904],0.8350602965,[-0.04138423 13.64859834 -0.06388096]
0.3890008926,[-0.01403968 -0.81962329 -0.11738689],[2.8774442  3.13154648 0.40609591],0.8369705535,[-0.04544462 14.08970455 -0.06239614]
0.3899991512,[-0.02346266 -0.83509946 -0.11383767],[2.89633327 3.147181   0.40276933],0.838871836,[-0.07149797 14.36014627 -0.0609836 ]
0.391036272,[-0.02887545 -0.84393239 -0.11897395],[2.91512438 3.16280515 0.39953094],0.8407664032,[-0.08572777 14.62305089 -0.06262678]
0.3919994831,[-0.03133475 -0.85468102 -0.13513382],[2.93269087 3.1775011  0.39658683],0.8426566286,[-0.08990057 14.825338   -0.06753297]
0.3930051327,[-0.0297329  -0.87014991 -0.15136785],[2.95095347 3.1930787  0.39364748],0.8445449343,[-0.08306853 15.00146374 -0.07455219]
0.3940043449,[-0.03871619 -0.89969361 -0.15374121],[2.96912622 3.20849309 0.39081726],0.8464337206,[-0.10707874 15.07672166 -0.07373979]
0.3950037956,[-0.04655338 -0.93822718 -0.1613114 ],[2.98624459 3.22310834 0.38823668],0.8483252918,[-0.12843429 15.17412957 -0.07627648]
0.3960003853,[-0.05904798 -0.98998374 -0.1671739 ],[3.00412597 3.23851325 0.38567044],0.85022178,[-0.16315334 15.3139437  -0.07648511]
0.3970272541,[-0.07066303 -1.07318449 -0.16949339],[3.02070298 3.25291739 0.38340196],0.8521250695,[-0.19597394 15.21456064 -0.074904  ]
0.3980312347,[-0.07923305 -1.17805946 -0.16115018],[3.03801744 3.26809899 0.38115529],0.8540367218,[-0.22137751 15.06599586 -0.06916595]
0.3990008831,[-0.08324982 -1.27446008 -0.14825439],[3.04737354 3.27643458 0.37997885],0.8559579057,[-0.23463665 14.76065798 -0.06242896]
0.4000012875,[-0.08169206 -1.3652848  -0.13936958],[3.06294718 3.29030931 0.3781423 ],0.8578893318,[-0.23018528 14.62405474 -0.05796095]
0.4010050297,[-0.07878993 -1.46719372 -0.13163052],[3.07898624 3.30472372 0.37637604],0.8598311956,[-0.2209201  14.45150664 -0.05345716]
0.4020020962,[-0.0787774  -1.56579876 -0.11992457],[3.09341824 3.31778199 0.37484691],0.8617831297,[-0.22275446 14.27382819 -0.04793573]
0.4030020237,[-0.07436062 -1.65606821 -0.10818241],[3.10875508 3.33182263 0.37340678],0.8637441671,[-0.21029047 14.53894075 -0.04279928]
0.404001236,[-0.0715085  -1.72572434 -0.09506234],[3.12298755 3.34490054 0.3721201 ],0.8657127179,[-0.20516838 14.49963449 -0.03849467]
0.4050006866,[-0.07429974 -1.7846508  -0.07569363],[3.13874837 3.3596526  0.37099682],0.8676865594,[-0.2183182  15.2087723  -0.02910781]
0.4060218334,[-0.0806474  -1.84532726 -0.06167052],[3.15293062 3.37318536 0.37024678],0.8696628421,[-0.24196267 16.18781293 -0.02107949]
0.4070298672,[-0.08858125 -1.90487599 -0.0680352 ],[3.16772215 3.38753269 0.36972307],0.8716381113,[-0.26391484 17.26964088 -0.02006516]
0.4080030918,[-0.088484   -1.95535457 -0.09460274],[3.1814734  3.40117787 0.36956427],0.8736083454,[-0.25242107 18.39022036 -0.02969595]
0.4090003967,[-0.08537068 -1.99941599 -0.11778201],[3.18895782 3.40895006 0.36983531],0.8755690112,[-0.23174807 19.5523206  -0.03993982]
0.41000247,[-0.07907015 -2.0448153  -0.12830926],[3.20217368 3.42263602 0.37031028],0.8775151343,[-0.20541955 20.54476393 -0.04670757]
0.4110050201,[-0.06971059 -2.0850606  -0.13122159],[3.21541548 3.43685295 0.37131467],0.8794413867,[-0.17141877 21.22804291 -0.05133124]
0.4120073318,[-0.06635989 -2.1220715  -0.13469233],[3.22791582 3.45053451 0.37255309],0.881342188,[-0.15581101 21.49838758 -0.05354561]
0.4130368233,[-0.07521147 -2.15961623 -0.13990682],[3.23945022 3.46371026 0.37427708],0.8832118195,[-0.17835032 21.55287014 -0.05133369]
0.4140057564,[-0.09577661 -2.21798253 -0.1552067 ],[3.2495754  3.47577865 0.37634086],0.8850445507,[-0.23159144 21.51385467 -0.04628326]
0.4150476456,[-0.10680102 -2.28871202 -0.17553918],[3.25957423 3.48791643 0.37865447],0.8868347734,[-0.25127355 21.1836622  -0.048433  ]
0.4160013199,[-0.11051031 -2.37769079 -0.19998628],[3.2689407  3.49968065 0.38126678],0.8885771438,[-0.24382643 20.80327334 -0.05628224]
0.417006731,[-0.12252778 -2.51619601 -0.20423095],[3.27702824 3.51063325 0.38441144],0.8902667271,[-0.27289466 20.43474994 -0.04875065]
0.418005228,[-0.13448986 -2.66180396 -0.1946839 ],[3.28526821 3.52182297 0.3877301 ],0.8918991443,[-0.31097973 20.23868769 -0.03439221]
0.4190061092,[-0.13516646 -2.85720086 -0.1683211 ],[3.29281651 3.53298954 0.39176195],0.893470715,[-3.25699631e-01  2.01310319e+01 -1.89837274e-02]
0.4200055599,[-0.11401855 -3.07791233 -0.13535925],[3.29950806 3.54326734 0.39592849],0.8949785961,[-2.77502957e-01  2.00464681e+01 -1.50897501e-02]
0.4210093021,[-0.09747681 -3.30546522 -0.09516208],[3.30602971 3.55386715 0.40063582],0.8964209108,[-2.51408588e-01  2.00012462e+01 -4.38876295e-03]
0.4220044613,[-0.08834435 -3.49110627 -0.07005044],[3.31196579 3.56413256 0.40577473],0.8977968656,[-2.38976658e-01  2.01862559e+01  4.00472713e-03]
0.4230055809,[-0.07494868 -3.67875004 -0.05704808],[3.31633026 3.57344985 0.41168344],0.8991068518,[-2.04763997e-01  2.03640094e+01  2.14701159e-03]
0.4240076542,[-0.05399707 -3.82645655 -0.05942036],[3.32079382 3.58281732 0.41771475],0.9003525295,[-1.35382850e-01  2.04800787e+01 -1.61197692e-02]
0.4250354767,[-0.03694233 -3.94912505 -0.05926736],[3.32401123 3.59160871 0.42456649],0.9015368901,[-0.08118439 20.71693796 -0.03165601]
0.4260027409,[-0.03136313 -4.05393076 -0.06439613],[3.3258774  3.59482108 0.42869173],0.9026642956,[-0.06021525 21.0681591  -0.04252549]
0.4270248413,[-0.04331489 -4.16010618 -0.07378649],[3.32804711 3.60266657 0.43613233],0.9037404932,[-0.08724649 21.17927548 -0.03848849]
0.4280040264,[-0.04092036 -4.26102114 -0.10460188],[3.32873116 3.60938533 0.44413043],0.9047726033,[-0.0462662  21.30763426 -0.06076425]
0.4290018082,[-0.01922454 -4.35612106 -0.13332952],[3.33251303 3.61565614 0.44899168],0.9057690796,[ 0.05321298 21.08469952 -0.10129287]
0.4300014973,[-4.25765384e-03 -4.45170546e+00 -1.43298044e-01],[3.33191449 3.62126221 0.45765598],0.9067396414,[ 0.11436587 21.27503186 -0.12560795]
0.4310057163,[-9.63899955e-04 -4.53554964e+00 -1.58975755e-01],[3.32631311 3.62333398 0.4677567 ],0.9076951787,[ 0.14408602 21.43557157 -0.14497277]
0.4320015907,[-3.20727547e-03 -4.63611889e+00 -1.90472319e-01],[3.33325566 3.63179261 0.47247904],0.9086476294,[ 0.17356812 20.99706691 -0.16969312]
0.4330017567,[-0.01097216 -4.73194599 -0.20562249],[3.3296091  3.63561554 0.48289356],0.9096098319,[ 0.17107913 20.94293734 -0.17896063]
0.4340057373,[-0.01245332 -4.832726   -0.21290321],[3.32644289 3.63620837 0.49021703],0.9105953533,[ 0.17815164 20.90411422 -0.18808257]
0.4350078106,[-0.00953276 -4.93585825 -0.20990158],[3.32248727 3.63930259 0.50085601],0.9116182969,[ 0.18956744 20.91663861 -0.19437577]
0.4360072613,[-4.91808261e-03 -5.06865597e+00 -1.97239268e-01],[3.31642863 3.64127327 0.51272582],0.9126930914,[ 0.1933997  20.92859018 -0.19553617]
0.4370033741,[-0.00893091 -5.22842836 -0.17494926],[3.31065699 3.64298401 0.52442869],0.9138342656,[ 0.15979654 20.80276671 -0.17641823]
0.4380021095,[-0.01368004 -5.40625954 -0.14646673],[3.30427231 3.64365195 0.53617205],0.9150562127,[ 0.11517484 20.5916133  -0.14907184]
0.4390025139,[-0.01375212 -5.56389809 -0.12897956],[3.29610902 3.64380926 0.54948685],0.9163729482,[ 0.09619912 20.53663785 -0.13708731]
0.4400005341,[-0.01358332 -5.73591518 -0.12824528],[3.28720026 3.64288502 0.56290788],0.9177978655,[ 0.09831124 20.36476207 -0.14086474]
0.4410090446,[-0.03330968 -5.90021467 -0.12641924],[3.27822198 3.6415181  0.57646026],0.9193434949,[ 0.04296945 20.11407487 -0.11707005]
0.4420015812,[-0.05462496 -6.03119946 -0.13396055],[3.26867167 3.6391681  0.59005397],0.9210212704,[-3.09359447e-03  1.99347035e+01 -9.98914579e-02]
0.4429988861,[-0.07077473 -6.14043999 -0.15162546],[3.25635902 3.63604171 0.60583429],0.9228413081,[-1.90825503e-02  1.96442612e+01 -1.00754104e-01]
0.4440000057,[-0.08747199 -6.23090506 -0.16871411],[3.24577874 3.63239752 0.62000615],0.9248122024,[-0.0343017  18.95377411 -0.09904361]
0.4449973106,[-0.11041911 -6.30266523 -0.1884166 ],[3.23599412 3.62807458 0.63325628],0.9269408428,[-0.06095532 17.38221518 -0.09119147]
0.4460020065,[-0.13705963 -6.34238577 -0.2018067 ],[3.22651198 3.62281611 0.64584743],0.9292322567,[-0.10452142 14.74538762 -0.07023469]
0.4470019341,[-0.15539063 -6.35705757 -0.18860917],[3.22079574 3.61764026 0.65551512],0.9316894804,[-0.16355989 11.3194049  -0.02764043]
0.447999239,[-0.15172145 -6.3565917  -0.18609117],[3.21803806 3.61209675 0.66268764],0.9343134627,[-0.15174029  7.39092703 -0.029283  ]
0.448997736,[-0.13510457 -6.3448596  -0.17976934],[3.21720526 3.6063727  0.66846416],0.9371030028,[-0.11199796  2.65067224 -0.04373431]
0.4499983788,[-0.14929592 -6.32942152 -0.13671816],[3.21990616 3.60062749 0.67168051],0.9400547241,[-0.20786274 -1.73761276  0.03331874]
0.4510474205,[-0.13507709 -6.30024481 -0.13024013],[3.22537883 3.59473749 0.67291904],0.9431630859,[-0.17650153 -6.31402552  0.02448321]
0.4520373344,[-0.13090123 -6.24913311 -0.13984117],[3.23467183 3.58824148 0.67086918],0.9464204329,[-1.49110382e-01 -1.01484989e+01  9.65235574e-03]
0.4530351162,[-0.14566428 -6.18472052 -0.11169415],[3.24454723 3.5822414  0.66928052],0.9498170816,[ -0.22548572 -14.09944363   0.07142502]
0.4540424347,[-0.1391779  -6.09390974 -0.11314339],[3.25643168 3.57608502 0.66637429],0.9533414437,[ -0.20488691 -17.68414466   0.06367843]
0.4550468922,[-0.1293328  -5.93416548 -0.09696505],[3.27035317 3.56993989 0.66218389],0.9569801836,[ -0.20264037 -20.95088776   0.07337058]
0.4560523033,[-0.12490123 -5.75370121 -0.10871563],[3.28318165 3.56311911 0.65911258],0.9607184072,[ -0.17356245 -22.4744708    0.05352674]
0.4570345879,[-0.12446306 -5.49689007 -0.1322162 ],[3.29821174 3.55700409 0.65427242],0.9645398806,[ -0.13719181 -25.06678109   0.02653676]
0.4580376148,[-0.14927634 -5.19107485 -0.09634046],[3.31794426 3.55117364 0.6463039 ],0.9684272719,[ -0.25533666 -27.72885824   0.11254353]
0.4589979649,[ 0.12288701 -4.85411406 -0.67823996],[3.32529174 3.5449682  0.64533153],0.9723624147,[  1.30808771 -28.20590457  -1.01590128]
0.4600367546,[ 0.11491145 -3.89705157 -0.78136806],[3.34726013 3.54161726 0.63417287],0.976326586,[  1.43769123 -27.77034705  -1.11313074]
0.4610393047,[ 0.12722865 -2.17086267 -0.497242  ],[3.35917654 3.53944087 0.62791231],0.9803007953,[  1.05352254 -24.23380046  -0.77715732]
0.4619989395,[ 0.03247194 -1.12052381 -0.40840693],[3.37357101 3.53232525 0.62301854],0.9842660778,[  0.67405892 -22.14517468  -0.52680938]
0.4630348682,[-0.04725079 -0.10679412 -0.48519291],[3.38478653 3.53282103 0.61518822],0.9882037877,[  0.57137475 -20.38903408  -0.49485114]
0.4640045166,[-0.34704608  0.07016088 -0.3285721 ],[3.39468186 3.53263407 0.60841676],0.9920958847,[ -0.46226833 -21.37261576   0.12728988]
0.4650440216,[-0.42515856  0.23157297  0.02550191],[3.40390987 3.53185751 0.60220186],0.9959252096,[ -1.18794514 -22.19241164   0.64646779]
0.4660406113,[-0.50607786  0.43564022 -0.07291937],[3.41322946 3.53114351 0.5955698 ],0.9996757426,[ -1.27792833 -22.47659274   0.64495404]
0.466999054,[-0.60118733  0.31401086 -0.39971964],[3.42110566 3.52973321 0.58947521],1.00333284,[ -1.09317254 -23.70730701   0.41484099]
0.4680101871,[-0.55499978  0.39378142 -0.56961457],[3.42786937 3.52813234 0.58349468],1.006883447,[ -0.74821705 -23.68779212   0.16741116]
0.4689993858,[-0.58000798  0.72040892 -0.3603918 ],[3.43344358 3.5264934  0.57802301],1.010316277,[ -1.12277907 -21.90344978   0.42538983]
0.4699983597,[-0.50251299  0.86805487 -0.30107576],[3.43678102 3.52448393 0.57327511],1.013621959,[ -1.00089242 -20.37812644   0.37903358]
0.4710009098,[-0.22142495  0.94683278 -0.47467921],[3.43867395 3.5228037  0.56865968],1.016793154,[ 1.26325406e-02 -1.82647539e+01 -1.80367868e-01]
0.4720020294,[-0.00290693  1.16836238 -0.44641346],[3.43892835 3.52102531 0.56419047],1.019824627,[  0.58429087 -14.70984326  -0.44221709]
0.4730000496,[ 0.06469736  1.33177209 -0.30425596],[3.43703692 3.51946932 0.5607114 ],1.022713284,[  0.58200128 -11.16505697  -0.38900356]
0.4740040302,[ 0.17755446  1.98486745 -0.10132591],[3.43296702 3.51829693 0.55747515],1.025458173,[ 0.63225376 -5.54206703 -0.33784427]
0.4749999046,[0.06922041 2.95736551 0.08856412],[3.4260323  3.51843411 0.55515033],1.02806044,[ 0.07625336  1.5482196  -0.01214869]
0.4760015011,[-0.03064126  3.7931211  -0.02286332],[3.41650603 3.51952544 0.55338675],1.030523253,[-6.13332272e-02  8.19777472e+00  2.19985284e-03]
0.4770021439,[ 0.03550542  4.88411236 -0.25063129],[3.40443672 3.52213404 0.55167892],1.032851694,[ 0.42295778 15.65417262 -0.31568397]
0.4780006409,[ 0.27787615  5.66618681 -0.47374728],[3.38935189 3.52541248 0.55042468],1.035052608,[ 1.39449921 21.95594472 -0.8602293 ]
0.47900033,[ 0.41079846  5.85335541 -0.64485336],[3.37409585 3.52861298 0.54899485],1.037134438,[ 1.98574365 25.09176614 -1.20873444]
0.4800004959,[ 0.42278264  5.78479385 -0.63871976],[3.35807078 3.53087729 0.54840028],1.039107019,[ 2.00545904 26.56444095 -1.2218536 ]
0.4810061455,[ 0.30525192  5.70745277 -0.57398453],[3.33942435 3.53542189 0.55249948],1.040981367,[ 1.59193871 27.65610845 -1.01527881]
0.4820027351,[ 0.4021879   5.87049675 -0.68658682],[3.32229552 3.53640002 0.55310043],1.042769441,[ 2.00293374 28.39544126 -1.25857584]
0.4830067158,[ 0.40458664  6.08874702 -0.74299921],[3.30400933 3.53713379 0.5547112 ],1.044483898,[ 2.07760838 28.58603572 -1.32218983]
0.4840016365,[ 0.33445359  6.45209217 -0.56119201],[3.29171452 3.53740363 0.55191079],1.046137842,[ 1.64324778 28.2161153  -1.03539842]
0.4849998951,[ 0.29389143  6.63839197 -0.48762706],[3.27325976 3.5368726  0.55382306],1.047744574,[ 1.43266787 27.84782383 -0.90614531]
0.4860007763,[ 0.12901057  6.76852179 -0.31897397],[3.25477699 3.53886072 0.5588869 ],1.04931734,[ 0.76194478 27.88838149 -0.52288765]
0.4870393276,[ 0.07419271  6.62320995 -0.29340485],[3.24246188 3.53238823 0.55328168],1.050869096,[ 0.57524662 24.85206261 -0.41502876]
0.4880032539,[ 0.10045957  6.60170984 -0.34103668],[3.22497067 3.52940413 0.55533298],1.052412278,[ 0.70565038 22.78137222 -0.49220818]
0.4890058041,[ 0.09727908  6.96407223 -0.52988674],[3.20821227 3.52981203 0.55975568],1.0539586,[ 0.9353534  21.85802716 -0.6767407 ]
0.4900019169,[ 0.10971162  7.27924633 -0.71068525],[3.19270817 3.52567258 0.55960402],1.055518861,[ 1.19080801 20.31676441 -0.8634262 ]
0.4910366535,[ 0.12869806  7.88624477 -0.86480782],[3.17696515 3.52176082 0.5599049 ],1.057102785,[ 1.42640552 19.27722977 -1.02846489]
0.4920005798,[ 0.08210473  8.26207352 -0.91303799],[3.16243536 3.51685259 0.55860638],1.058718886,[ 1.34667929 17.34819247 -1.00028568]
0.4929997921,[-0.06097234  8.53572559 -0.76740844],[3.13133756 3.51678172 0.56963086],1.060374361,[ 0.76622929 14.96614577 -0.66960343]
0.4940087795,[-0.22189204  8.9334259  -0.55546055],[3.11832835 3.50924701 0.56811126],1.062075008,[ 0.05847997 12.37265112 -0.26397981]
0.4949996471,[-0.34906207  9.34283924 -0.39903074],[3.1059457  3.50148679 0.5666948 ],1.063825184,[-0.48718233 10.21585405  0.03579322]
0.496039629,[-0.31835902  9.58426666 -0.47739098],[3.09394756 3.49214334 0.56412626],1.065627787,[-0.32813103  7.44333721 -0.0661409 ]
0.4969997406,[-0.32318034  9.65447903 -0.5012448 ],[3.08391416 3.48237431 0.56060631],1.067484266,[-0.33132893  4.24347734 -0.07490289]
0.4979999065,[-0.39280826  9.71450233 -0.48642954],[3.07386753 3.47165343 0.55703452],1.069394666,[-0.55980747  1.3000105   0.01965744]
0.4990000725,[-0.33479939  9.86632061 -0.62782143],[3.06420683 3.45996056 0.55311185],1.071357689,[-0.26797922 -0.96776245 -0.15176361]
0.500002861,[-0.42602838 10.09425068 -0.52175609],[3.05541745 3.44632205 0.54743077],1.07337079,[-0.6608109  -3.12579943  0.0319111 ]
0.501003027,[-0.43786885 10.28335953 -0.4273345 ],[3.04476795 3.43148435 0.54340262],1.075430285,[-0.81086585 -4.69473369  0.11572939]
0.5020005703,[-0.49451932 10.4121542  -0.21171713],[3.03533639 3.41550134 0.5378855 ],1.07753148,[-1.19704535 -6.23530317  0.3210799 ]
0.5030009747,[-0.48726313 10.45907021  0.05054322],[3.02496733 3.3993186  0.53399777],1.079668812,[-1.42617537 -7.7201701   0.4842418 ]
0.5040006638,[-0.7142921  10.59393978  0.44964479],[3.01263943 3.38094338 0.53058195],1.081836007,[-2.42160152 -8.63942333  0.92496679]
0.5050003529,[-0.6403225  10.74942493  0.45863861],[2.99988779 3.36219289 0.52819419],1.084026234,[-2.20226683 -9.18226176  0.83160203]
0.5060412884,[-0.75128256 10.93834305  0.68695904],[2.98634484 3.34104906 0.52490111],1.086232271,[-2.68178974 -9.40779144  1.0170317 ]
0.5069992542,[-0.80864518 11.21289444  0.86332821],[2.97031826 3.31850452 0.52365436],1.088446667,[-2.94816659 -9.03821183  1.11323419]
0.5080006123,[-0.92045235 11.33811951  0.77972791],[2.95338916 3.29572358 0.52411937],1.090661896,[-3.17862868 -8.64309198  1.08975655]
0.5089991093,[-1.01863344 11.39743042  0.72281188],[2.94142987 3.28099258 0.52906328],1.092870512,[-3.40612035 -7.91472466  1.08130046]
0.5100007057,[-0.88726653 11.63297653  0.75925291],[2.92037865 3.25345546 0.53102421],1.095065286,[-3.01142621 -6.08431348  0.96209475]
0.5110359192,[-0.57240718 12.21436405  0.79393727],[2.89870887 3.22653361 0.536795  ],1.097239333,[-2.08736568 -2.68198232  0.75211871]
0.5120055676,[-0.60337363 12.74711323  0.79571202],[2.87636526 3.19868452 0.54319993],1.099386227,[-2.14182595  0.91869372  0.73486116]
0.5130038261,[-0.71547694 11.37010288  0.57890623],[2.85034008 3.1697963  0.55243181],1.101500093,[-2.32266103 -2.07801813  0.66101957]
0.5140097141,[-0.82353775  9.70115757  0.48953386],[2.83770735 3.15205865 0.55805408],1.103575687,[-2.572869   -5.07825611  0.6456552 ]
0.5150413513,[-0.81475295  8.83666325  0.88467028],[2.81464018 3.12339593 0.56153868],1.105608454,[-2.69563584 -6.01722818  0.79946529]
0.5160033703,[-0.30168959  8.86185741  0.7558953 ],[2.78161838 3.08330269 0.56458112],1.107594574,[-1.14237625 -5.79074381  0.49296172]
0.5170035362,[0.298014   8.98846054 0.32549208],[2.75977709 3.05371037 0.5686942 ],1.109530975,[ 0.72514278 -4.0249579   0.05316792]
0.518045187,[0.45574974 9.05158424 0.10568095],[2.74591074 3.03237491 0.5754312 ],1.111415347,[ 1.24798933 -2.82445555 -0.09770681]
0.5190062523,[0.20357921 9.21310425 0.3331764 ],[2.72061245 3.00063083 0.58278965],1.113246125,[ 0.46977225 -2.26490565  0.09846545]
0.5200109482,[-0.15124565  9.6415987   0.89820896],[2.69634887 2.96873242 0.58961033],1.115022466,[-0.66291742 -1.10602348  0.46067665]
0.5210130215,[-0.17727981 10.46660042  0.98293932],[2.67055646 2.93488399 0.5963706 ],1.116744204,[-0.72192372  0.9918337   0.49621356]
0.5220470428,[ 0.14389985 10.86102867  0.72331185],[2.64428783 2.89896622 0.60430803],1.1184118,[0.24239246 1.38961269 0.29933798]
0.5230066776,[ 0.76243445 11.40174866 -0.08167581],[2.61895951 2.86158572 0.61471453],1.120026284,[ 2.07912821  2.14442449 -0.17097678]
0.5240397453,[ 1.1011961  11.7980299  -0.59032613],[2.59272981 2.82201688 0.62410166],1.12158918,[ 3.04016822  2.39273832 -0.42119834]
0.5250406265,[ 1.07153137 12.12282085 -0.85758358],[2.56554073 2.78020966 0.63492116],1.123102441,[ 2.94808704  2.28587634 -0.49308668]
0.5260050297,[ 1.06832417 12.29609489 -1.31266048],[2.49928916 2.67869047 0.7459401 ],1.124568364,[ 2.92613125  1.80293972 -0.65360127]
0.5270049572,[ 0.77564117 12.69399643 -1.16547997],[2.4709699  2.63202138 0.7599381 ],1.125989521,[ 2.08915946  2.19708951 -0.53673571]
0.5280067921,[ 0.80773189 12.93491268 -0.83936568],[2.44382086 2.58735731 0.77292186],1.12736868,[ 2.10045729  2.40123688 -0.37402774]
0.5290029049,[ 0.78214833 12.72405148 -0.82259094],[2.41442755 2.5391998  0.78656314],1.128708734,[ 1.98058219  1.61647516 -0.34296246]
