timestamps,angvel_base_hist,I_hist,h_com_hist,angmom_wb_hist
0.7460033894,[ 0.14569505 17.18501663  0.7098181 ],[0.79603101 1.02924172 0.69721649],1.013624966,[ 0.14620151 18.05909888  0.49735869]
0.7470004559,[ 0.12368596 17.20347404  0.76259882],[0.79355087 1.01861219 0.70669823],1.01172508,[ 0.13295407 18.24329708  0.52243439]
0.747998476,[ 0.11487114 17.24630928  0.82106126],[0.79104806 1.00795521 0.71651189],1.009809403,[ 0.13046917 18.45673179  0.55373941]
0.7489984035,[ 0.12867026 17.2501545   0.8635043 ],[0.78881021 0.99768062 0.72666753],1.007877655,[ 0.14363863 18.54708279  0.57882354]
0.7500033379,[ 0.12066013 17.3100872   0.9433671 ],[0.78604794 0.98698646 0.73683672],1.005929723,[ 0.14440741 18.80146982  0.62611151]
0.7510004044,[ 0.14897734 17.34603882  0.96897664],[0.78320593 0.97634955 0.74717894],1.00396568,[ 0.16674049 18.98524726  0.64496816]
0.7520010471,[ 0.19846936 17.2828598   0.92663838],[0.78071929 0.9661013  0.75775817],1.001985801,[ 0.198187   19.03634697  0.62485273]
0.7530031204,[ 0.21993514 17.18093872  0.89836983],[0.77717053 0.95531656 0.76805622],0.9999905749,[ 0.21033735 18.94575763  0.61177113]
0.75400877,[ 0.25164698 17.11183167  0.85442651],[0.77388406 0.94481485 0.7784861 ],0.9979807097,[ 0.22805409 18.95116825  0.58812881]
0.7550005913,[ 0.29623634 17.05467796  0.79343092],[0.7710422  0.93475752 0.78922436],0.9959571341,[ 0.25381476 18.95431101  0.55614067]
0.7559998035,[ 0.31583854 17.01292419  0.77510253],[0.76752419 0.92442729 0.79962382],0.9939209942,[ 0.26500361 18.9441764   0.54651841]
0.7570006847,[ 0.32167701 17.05475616  0.77154119],[0.76387924 0.91412403 0.81005628],0.9918736438,[ 0.26729749 19.0083401   0.54460167]
0.7579996586,[ 0.30663181 17.05076408  0.78556731],[0.76031007 0.90402878 0.82060094],0.9898166297,[ 0.2560587  19.03019534  0.5502638 ]
0.7590389252,[ 0.27528366 17.06317139  0.80287094],[0.74778746 0.86348685 0.87064292],0.9877516707,[ 0.23298557 19.07067161  0.5553195 ]
0.7600002289,[ 0.26683352 16.96711922  0.75918327],[0.74380967 0.85418939 0.8808731 ],0.9856806323,[ 0.22141296 18.96098353  0.52726332]
0.7610044479,[ 0.27105028 16.83457565  0.68773861],[0.73993524 0.84520039 0.89102009],0.9836054954,[ 0.21686637 18.81873107  0.48524798]
0.7619998455,[ 0.26036246 16.76444817  0.66093621],[0.73603365 0.83645232 0.90103401],0.9815283219,[ 0.20542489 18.76860665  0.46721999]
0.762999773,[ 0.2443913  16.73429489  0.69133874],[0.73219769 0.82800885 0.91098708],0.979451216,[ 0.19526258 18.76163346  0.48045567]
0.7640006542,[ 0.23728106 16.72437286  0.73583808],[0.72817872 0.81948366 0.92116823],0.9773762828,[ 0.19236157 18.76598585  0.49959392]
0.7649996281,[ 0.26281126 16.70963478  0.75478678],[0.72450257 0.81190218 0.93050146],0.9753055858,[ 0.21078172 18.81111438  0.50666759]
0.7660429478,[ 0.32962309 16.65604973  0.71467955],[0.7208491  0.80440871 0.94025959],0.9732411027,[ 0.25420135 18.86050689  0.48611658]
0.7670023441,[ 0.39766806 16.57217789  0.66102254],[0.71735731 0.79734432 0.94993978],0.9711846832,[ 0.29816028 18.89102552  0.46080008]
0.7679994106,[ 0.42283214 16.48118019  0.66021753],[0.71395786 0.79066641 0.95956721],0.9691380069,[ 0.31581295 18.93117122  0.46207181]
0.7689981461,[ 0.40453994 16.37274551  0.72236178],[0.71057206 0.78435767 0.96900847],0.9671025451,[ 0.30823404 18.95720456  0.49779822]
0.7700035572,[ 0.43288695 16.26698112  0.71289294],[0.70723237 0.77841081 0.97830556],0.9650795267,[ 0.32785273 18.97862904  0.49618033]
0.7710039616,[ 0.4404852  16.20220757  0.72459369],[0.70375064 0.77253944 0.98781968],0.9630699085,[ 0.3342298  19.04465041  0.50453211]
0.7720000744,[ 0.41148344 16.14558601  0.79044789],[0.70070524 0.76763229 0.99662644],0.9610743522,[ 0.31896899 19.11574559  0.53901258]
0.7730002403,[ 0.37093251 16.06340027  0.84614324],[0.69729629 0.76262795 1.00528032],0.959093209,[ 0.29437126 19.12596627  0.56626696]
0.7740437984,[ 0.37325182 15.96499538  0.82059461],[0.69369268 0.7577335  1.01344407],0.9571265107,[ 0.29300653 19.08967229  0.54828622]
0.7750000954,[ 0.36604668 15.89325237  0.80955631],[0.69040628 0.75341872 1.02195354],0.9551739703,[ 0.28659944 19.10182244  0.5398621 ]
0.7760078907,[ 0.36342032 15.83996677  0.80852581],[0.68696187 0.74926059 1.02994783],0.9532349908,[ 0.28417482 19.112969    0.53718581]
0.7770001888,[ 0.35386904 15.80160618  0.81652195],[0.68370046 0.74558811 1.03804049],0.9513086831,[ 0.27783538 19.13404249  0.53974362]
0.7780017853,[ 0.30609755 15.75033092  0.9040575 ],[0.68000012 0.74167977 1.04509872],0.9493938917,[ 0.25062468 19.11667677  0.58444615]
0.7790350914,[ 0.35739086 15.69412136  0.8520153 ],[0.67677032 0.73876253 1.05351373],0.94748923,[ 0.28310368 19.14174928  0.55738333]
0.7799994946,[ 0.37954797 15.6410265   0.82987453],[0.67326731 0.73543571 1.05974953],0.9455931218,[ 0.29646468 19.10493091  0.54380984]
0.7810053825,[ 0.3780125  15.59710693  0.83020673],[0.6701595  0.73311326 1.06731198],0.9437038509,[ 0.29538173 19.13719547  0.54224145]
0.7820005417,[ 0.41017999 15.54207802  0.771255  ],[0.66699082 0.73095981 1.07455541],0.9418196148,[ 0.31365009 19.13029051  0.51051576]
0.7829999924,[ 0.44146447 15.48773479  0.72359548],[0.66391955 0.7292033  1.08179354],0.9399385843,[ 0.33236635 19.129192    0.4848754 ]
0.7839987278,[ 0.42400697 15.41726971  0.76346406],[0.66083264 0.72788795 1.0892861 ],0.9380589644,[ 0.32399778 19.15111664  0.50658869]
0.7849991322,[ 0.42390599 15.34519005  0.79035442],[0.65808511 0.72718837 1.09642173],0.9361790576,[ 0.327125   19.19860114  0.52190531]
0.7860000134,[ 0.4738802  15.25080872  0.73389569],[0.65539952 0.72705401 1.10408787],0.9342973255,[ 0.35944815 19.27328692  0.49333245]
0.7870042324,[ 0.49200153 15.1607008   0.71502918],[0.65288239 0.72757869 1.1120407 ],0.9324124491,[ 0.37205169 19.40897528  0.48232572]
0.7880008221,[ 0.51029027 15.05174065  0.69150399],[0.65036226 0.72849285 1.11991009],0.9305233836,[ 0.3849839  19.49508041  0.4706411 ]
0.7890007496,[ 0.51915296 14.95357704  0.67220227],[0.6479304  0.72999549 1.12797003],0.9286294087,[ 0.39150848 19.59295788  0.45950785]
0.7900009155,[ 0.53862989 14.83977985  0.65741489],[0.6455106  0.73200536 1.13607893],0.9267301698,[ 0.40651818 19.68574795  0.45107763]
0.7910075188,[ 0.55905613 14.72426891  0.6533845 ],[0.64305309 0.73435541 1.14402445],0.9248257111,[ 0.42378286 19.73846956  0.45009966]
0.7920007706,[ 0.5634781  14.63111496  0.66585901],[0.64053325 0.73704826 1.15179847],0.9229164974,[ 0.43103928 19.79495231  0.45858994]
0.7929992676,[ 0.5661983  14.53420448  0.6795243 ],[0.62641102 0.7409439  1.17004783],0.921003425,[ 0.4372965  19.83192672  0.46777775]
0.7940003872,[ 0.56528762 14.4581356   0.70563542],[0.62372081 0.74474428 1.17643978],0.9190878192,[ 0.44182235 19.8270738   0.48263515]
0.79500103,[ 0.63658217 14.38032722  0.63737833],[0.62102721 0.74884624 1.1827417 ],0.9171714203,[ 0.49212566 19.80254118  0.45052149]
0.7959992886,[ 0.63772756 14.31231594  0.6825502 ],[0.61829812 0.75332955 1.18900175],0.9152563548,[ 0.5006891  19.80236104  0.47720994]
0.7969996929,[ 0.60159141 14.25477791  0.78148458],[0.61552468 0.75777058 1.19470148],0.9133450954,[ 0.4861242  19.77994681  0.53243193]
0.7979981899,[ 0.59799311 14.19607449  0.80940715],[0.61274574 0.76259452 1.20042822],0.9114404072,[ 0.48920661 19.74619504  0.54820187]
0.7990002632,[ 0.64016069 14.11019802  0.74086053],[0.60998141 0.76775553 1.20615412],0.9095452842,[ 0.51783064 19.68200148  0.51211102]
0.8000004292,[ 0.66370256 14.00638103  0.66447219],[0.60709761 0.77202084 1.21049511],0.9076628744,[ 0.53068062 19.56016967  0.47105335]
0.8010060787,[ 0.64755889 13.91466522  0.61599597],[0.60440583 0.77794538 1.2163327 ],0.9057963971,[ 0.51634252 19.52875099  0.44127199]
0.8020026684,[ 0.559182   13.78960419  0.65546748],[0.60166342 0.78373064 1.22161528],0.9039490543,[ 0.45427203 19.4755276   0.45574157]
0.8030004501,[ 0.51283868 13.6831789   0.65670398],[0.59902308 0.79098982 1.2281194 ],0.9021239369,[ 0.42163673 19.46375084  0.45338909]
0.8039999008,[ 0.50081725 13.56139851  0.62205492],[0.59639011 0.79876732 1.23481974],0.9003239303,[ 0.41196982 19.45679178  0.43245678]
0.8049998283,[ 0.52829655 13.42668724  0.55652853],[0.59365676 0.80437831 1.23895225],0.8985516199,[ 0.42906537 19.35773888  0.39773332]
0.8060007095,[ 0.54557102 13.32934475  0.53001882],[0.59115819 0.81559185 1.24858204],0.8968092003,[ 0.44553392 19.5738139   0.3861743 ]
0.807002306,[ 0.56637178 13.19156361  0.54201728],[0.58851962 0.82299583 1.25399536],0.8950983916,[ 0.46721406 19.59637326  0.39657326]
0.8079998493,[ 0.58530596 13.02470303  0.57414979],[0.58595428 0.83297839 1.26178011],0.8934203626,[ 0.49154672 19.69252571  0.41830444]
0.8090348244,[ 0.61726327 12.87413788  0.54849798],[0.58340151 0.84441428 1.27075936],0.8917756673,[ 0.5209483  19.86091653  0.40750245]
0.8100013733,[ 0.62834535 12.70378113  0.55889137],[0.58083896 0.85598226 1.27962366],0.8901641932,[ 0.53783481 19.97772214  0.41548073]
0.8110003471,[ 0.64480276 12.53400993  0.59450559],[0.57826761 0.86830713 1.28901586],0.8885851264,[ 0.56345462 20.09179297  0.44011673]
0.8120036125,[ 0.67684259 12.39627361  0.58921082],[0.57569425 0.881048   1.29861828],0.8870369326,[ 0.59788433 20.2410164   0.44210854]
0.813000679,[ 0.71827995 12.25031567  0.55938253],[0.57315901 0.89330849 1.30759611],0.8855173576,[ 0.63769385 20.29987479  0.43043388]
0.8140013218,[ 0.75350235 12.11083317  0.50238605],[0.57057484 0.90594455 1.31667493],0.884023446,[ 0.66974907 20.299973    0.40304993]
0.8149991035,[ 0.74197064 12.00125408  0.50743235],[0.568184   0.91830841 1.32557174],0.8825515797,[ 0.66873325 20.27934969  0.40591618]
0.8159995079,[ 0.71396314 11.90609455  0.53940985],[0.56578934 0.93004819 1.33366804],0.8810975356,[ 0.65586192 20.18050245  0.42251915]
0.8170051575,[ 0.68624475 11.78782272  0.57948865],[0.56343264 0.94205255 1.34192615],0.8796565615,[ 0.64420974 20.02355332  0.44353336]
0.818000555,[ 0.67126727 11.67105103  0.59365984],[0.561157   0.95410978 1.35019812],0.8782234694,[ 0.64040477 19.83640303  0.4510521 ]
0.8190004826,[ 0.64509491 11.53953457  0.60768775],[0.55896836 0.96589787 1.35816714],0.8767927434,[ 0.62574522 19.652321    0.4569621 ]
0.8200011253,[ 0.62773998 11.43117046  0.56934124],[0.55683496 0.97851288 1.36688034],0.875358662,[ 0.61176759 19.56476294  0.43240958]
0.8210043907,[ 0.59212394 11.32783413  0.49433587],[0.55477771 0.99167616 1.37605835],0.8739154293,[ 0.57525278 19.53064441  0.38427783]
0.8220019341,[ 0.55239982 11.21230221  0.43286069],[0.55280161 1.0053918  1.38572351],0.8724573144,[ 0.5363016  19.51515476  0.34462391]
0.8229987621,[ 0.53364298 11.09244537  0.42707376],[0.55095336 1.0190814  1.39540916],0.8709787944,[ 0.52426116 19.56340429  0.33948419]
0.8240344524,[ 0.53961662 10.93259716  0.42758225],[0.54916397 1.03408711 1.40638692],0.8694746979,[ 0.53777614 19.62992623  0.34161073]
0.8249983788,[ 0.54234433 10.78213215  0.45940967],[0.54784012 1.04311991 1.41183086],0.8679403446,[ 0.5491217  19.56342413  0.35922734]
0.8260030746,[ 0.54916852 10.63124275  0.48154795],[0.54392201 1.06686465 1.41874184],0.8663716787,[ 0.5676693  19.74739786  0.37446485]
0.8270022869,[ 0.5667516  10.44523525  0.47255691],[0.54305573 1.08207767 1.43027175],0.8647653904,[ 0.5923787  19.85855579  0.37183903]
0.828045845,[ 0.57195184 10.24643421  0.45420465],[0.54238846 1.09894401 1.44363175],0.8631190237,[ 0.60499697 19.96840446  0.36347543]
0.8289997578,[ 0.58545384 10.08671761  0.40865002],[0.54194417 1.11611105 1.45733815],0.8614310665,[ 0.62214782 20.12222915  0.33937427]
0.8300015926,[0.60647042 9.9138279  0.40051664],[0.54193748 1.12528103 1.46358299],0.8597010204,[ 0.64871979 20.03372494  0.33833388]
0.8309993744,[0.64316023 9.72780895 0.40470814],[0.54175654 1.1481934  1.48338316],0.8579294467,[ 0.70414196 20.18174567  0.34804194]
0.8320002556,[0.63511287 9.56230736 0.44747713],[0.54222086 1.15838869 1.49096549],0.8561179888,[ 0.70910424 20.01698935  0.37070248]
0.8329982758,[0.63514086 9.38042068 0.45154705],[0.54268557 1.17469359 1.50453682],0.8542693674,[ 0.72148507 19.93071121  0.37358966]
0.8339986801,[0.6049306  9.2176857  0.44320694],[0.54344059 1.19074052 1.51836132],0.8523873494,[ 0.69806782 19.72933084  0.36342729]
0.8349988461,[0.58406664 9.09795284 0.43974005],[0.54449578 1.20640588 1.5318791 ],0.8504766895,[ 0.68484784 19.56181832  0.35764686]
0.8360028267,[0.59641482 8.9939127  0.39868302],[0.54579927 1.22084554 1.54429494],0.848543046,[ 0.70244848 19.40862664  0.33575937]
0.8369987011,[0.60591844 8.87922096 0.38753407],[0.54738274 1.23581714 1.55742033],0.8465928711,[ 0.7225472  19.23731607  0.33101046]
0.8380000591,[0.59237803 8.77702141 0.42270529],[0.54920959 1.24983836 1.56974176],0.8446332792,[ 0.7224198  19.06776016  0.34845597]
0.8390004635,[0.60412403 8.67280579 0.40238513],[0.55136013 1.26469441 1.58309801],0.8426718944,[ 0.74400831 19.00355999  0.33919572]
0.840000391,[0.54615695 8.57684708 0.42221248],[0.55385901 1.27980858 1.5969484 ],0.8407166809,[ 0.68753181 19.02087982  0.34046719]
0.8410048485,[0.54089435 8.49920845 0.35240583],[0.55666052 1.29435298 1.61032762],0.8387757612,[ 0.67892462 19.08110974  0.29907951]
0.8420431614,[0.48186536 8.40824509 0.3608791 ],[0.55993784 1.31016014 1.62532854],0.8368572239,[ 0.61654196 19.23460683  0.29354343]
0.8430001736,[0.51647848 8.31987    0.30220666],[0.56366074 1.32640176 1.64098359],0.8349689279,[ 0.66047964 19.44800941  0.26600421]
0.8439996243,[0.51123786 8.21520519 0.3026752 ],[0.5677037  1.34199781 1.65613347],0.8331183064,[ 0.66319167 19.60115272  0.26311828]
0.8450024128,[0.52918918 8.10146809 0.2878606 ],[0.57236624 1.35896934 1.67306593],0.8313121757,[ 0.69442653 19.83989285  0.25481475]
0.8460047245,[0.53071968 8.00515842 0.27768265],[0.57755975 1.37623833 1.69056882],0.8295565537,[ 0.70600237 20.09093231  0.24746545]
0.8470368385,[0.53916137 7.91548681 0.24592508],[0.58312599 1.3925114  1.70701111],0.8278564925,[ 0.72315003 20.21324984  0.22921189]
0.8480401039,[0.47548806 7.81130743 0.29339513],[0.58913446 1.4097722  1.7250506 ],0.8262159297,[ 0.65609641 20.2810176   0.24583125]
0.8489983082,[0.51303161 7.71798944 0.21257399],[0.59359047 1.41753933 1.7317647 ],0.8246375619,[ 0.70096082 20.01656002  0.20792723]
0.8499991894,[0.53181536 7.60902357 0.21088462],[0.60026427 1.43443137 1.74935879],0.8231227438,[ 0.74025379 19.83444948  0.2114574 ]
0.8510386944,[0.47691942 7.50417042 0.35571309],[0.6090039  1.45761259 1.7748233 ],0.8216714168,[ 0.70173506 19.59861596  0.27968169]
0.8519983292,[0.4555689  7.42798567 0.39244558],[0.61388961 1.46471706 1.78058542],0.8202820674,[ 0.68209839 19.1000963   0.29562987]
0.8530342579,[0.55034857 7.3460803  0.24193373],[0.62126785 1.48024582 1.79667102],0.8189517185,[ 0.80788054 18.72276326  0.22628917]
0.8539984226,[0.53724575 7.26383018 0.26896444],[0.62576967 1.48672901 1.80149606],0.8176759532,[ 0.79771386 18.2262704   0.2364572 ]
0.8550000191,[0.54846683 7.20933008 0.25139881],[0.63689733 1.50907266 1.82679535],0.8164489717,[ 0.82912966 18.16794356  0.22451052]
0.8560109138,[0.4310823  7.14283895 0.43978124],[0.64492269 1.52266484 1.84056526],0.8152636796,[ 0.69008039 17.97484788  0.30727278]
0.857003212,[0.42644775 7.06915522 0.47883671],[0.65342945 1.53714935 1.85574999],0.814111806,[ 0.69857107 17.81125991  0.32640131]
0.8580019474,[0.48634758 7.01252413 0.39890969],[0.65908752 1.5431932  1.85970095],0.81298405,[ 0.78401617 17.61784556  0.29218371]
0.8590033054,[0.46466229 6.94200945 0.38538412],[0.67228292 1.56405518 1.88390952],0.8118702504,[ 0.76169388 17.90507494  0.27804456]
0.859998703,[0.42991207 6.88088608 0.37698591],[0.67901489 1.57185256 1.89011643],0.8107595764,[ 0.709607   18.00820841  0.26710683]
0.8610203266,[0.45123111 6.82584286 0.2772095 ],[0.69002111 1.58703613 1.90626768],0.8096407343,[ 0.73798057 18.35734594  0.21464938]
0.8620066643,[0.50688283 6.78883314 0.14312553],[0.73027574 1.59617378 1.89802608],0.8085021857,[ 0.81896535 18.73926246  0.14967862]
0.863001585,[0.38363007 6.7649107  0.298332  ],[0.74361656 1.61177418 1.91376891],0.807332372,[ 0.64689034 19.07513297  0.21078839]
0.8640141487,[0.20836597 6.74630547 0.60459453],[0.7579908  1.6273068  1.92961821],0.8061199391,[ 0.40189691 19.28556552  0.34293966]
0.8649990559,[0.22878255 6.73281765 0.59002936],[0.7720566  1.64195604 1.94396399],0.8048539599,[ 0.43984118 19.32140365  0.33815397]
0.8660407066,[0.35792319 6.71916103 0.4293263 ],[0.78653946 1.6576383  1.9588292 ],0.8035241449,[ 0.64939981 19.1312496   0.27318514]
0.8670010567,[ 0.63126862  6.71621895 -0.01684168],[0.80097392 1.67337136 1.97338042],0.8021210407,[ 1.08161254 18.77714688  0.08066881]
0.8680002689,[ 0.58848868  6.73419714 -0.06276587],[0.81542648 1.68874526 1.98705019],0.8006362085,[ 1.01312775 18.33341639  0.04896704]
0.869001627,[0.5117306  6.74234581 0.05241001],[0.82821214 1.70312004 1.99852687],0.7990623792,[ 0.90233439 17.64422612  0.09706203]
0.8699994087,[0.3103143  6.75515652 0.38103005],[0.84254856 1.71785401 2.0107036 ],0.7973935832,[ 0.58756877 17.06156717  0.23346098]
0.8709998131,[0.32930789 6.74578524 0.39107347],[0.85631014 1.73160728 2.02073164],0.7956252494,[ 0.63146234 16.50045678  0.23956817]
0.8719997406,[0.34775892 6.72973967 0.36042836],[0.86944126 1.7463931  2.0318977 ],0.7937542733,[ 0.67017912 16.03691149  0.22627684]
0.8729991913,[0.48446327 6.70743418 0.16769898],[0.88387921 1.76112207 2.04259953],0.7917790513,[ 0.91300542 15.77360075  0.14827172]
0.8740005493,[ 0.58177575  6.68980074 -0.04002105],[0.89780101 1.77518179 2.05195981],0.7896994821,[ 1.08217796 15.71197869  0.05791596]
0.8749997616,[ 0.6337135   6.6643939  -0.02892709],[0.91226959 1.78941867 2.06118115],0.7875169341,[ 1.19818009 15.87185862  0.07128346]
0.8760001659,[ 0.64340069  6.65938044 -0.06190071],[0.92826114 1.8045937  2.07136419],0.7852341803,[ 1.22699139 16.14164919  0.05524917]
0.8769986629,[0.50758371 6.66570282 0.12981983],[0.9431012  1.81917123 2.08014552],0.7828553029,[ 0.99504513 16.49445533  0.12926022]
0.8780319691,[0.48011561 6.68880939 0.26129393],[0.96050868 1.83446695 2.08980179],0.7803855696,[ 0.96967709 16.85334072  0.18874041]
0.8790001869,[0.41454868 6.75912237 0.39159342],[0.9775298  1.84914286 2.09800792],0.7778312849,[ 0.86366747 17.21322171  0.24137162]
0.8799993992,[0.36440806 6.86729908 0.35218864],[0.98499134 1.85778595 2.09687991],0.775199621,[ 0.75978754 17.28663399  0.21670517]
0.8810048103,[0.33423657 6.98088217 0.58438577],[1.00444575 1.87455117 2.10643826],0.7724984309,[ 0.7398054  17.40027686  0.32397626]
0.8820002079,[0.37529279 7.09328175 0.56674244],[1.02157182 1.89005202 2.11322493],0.7697360498,[ 0.83155905 17.26066629  0.32074939]
0.8829987049,[0.41449329 7.20774269 0.44581757],[1.03838693 1.90575244 2.11925802],0.7669210897,[ 0.9063627  16.90665187  0.26856222]
0.8839998245,[0.36776961 7.33710432 0.38212354],[1.06170441 1.92074082 2.12545862],0.7640622307,[ 0.80513399 16.8017273   0.22789443]
0.8850011826,[0.36552224 7.44382429 0.29045979],[1.07660676 1.93590171 2.12930549],0.7611680157,[ 0.79615436 16.20797453  0.18636204]
0.8860039711,[0.26783152 7.5238719  0.44791965],[1.08558778 1.94635355 2.12656923],0.7582466528,[ 0.61333959 16.0591056   0.24907129]
0.8870022297,[0.04963184 7.59674931 0.87196709],[1.11996596 1.96623991 2.13698295],0.7553058296,[ 0.19955215 15.83057382  0.41309441]
0.8880023956,[0.40989272 7.64882565 0.48275908],[1.1340678  1.98198671 2.13865687],0.7523525442,[ 0.95106754 15.56054198  0.28588043]
0.8890006542,[0.44954332 7.70692921 0.31251242],[1.14231096 1.99272983 2.1339941 ],0.7493929569,[ 1.01943473 15.45281117  0.21531564]
0.8900020123,[0.27328317 7.76597071 0.47824209],[1.16051875 2.00859023 2.13533014],0.7464322658,[ 0.65787361 15.57058298  0.26435316]
0.8909995556,[ 0.72109412  7.81967831 -0.20549314],[1.17555475 2.02470181 2.13574536],0.7434746087,[ 1.56934905 15.89983695  0.02182029]
0.8919985294,[ 0.77744867  7.88215828 -0.21934442],[1.19410064 2.04132842 2.13613131],0.7405229936,[ 1.70990687 16.32897897  0.02727772]
0.8930003643,[0.50511033 8.00286579 0.17853127],[1.26315124 2.06633437 2.07767636],0.7375792593,[ 1.1627864  16.86733756  0.16619545]
0.8940005302,[0.25950971 8.1176424  0.5534616 ],[1.2812145  2.08314399 2.07440785],0.734644067,[ 0.66626914 17.36661825  0.29727532]
0.8950459957,[0.35505081 8.23548985 0.39381377],[1.30243353 2.10060862 2.07076637],0.7317169217,[ 0.8687321  17.69812056  0.2415329 ]
0.8960001469,[0.41506184 8.38595772 0.22845425],[1.32219671 2.11756544 2.06570042],0.7287962242,[ 0.98868179 17.92416663  0.17963688]
0.8969993591,[0.27454006 8.5532341  0.37923021],[1.34097724 2.13551764 2.06078062],0.7258793503,[ 0.69154945 17.87774249  0.22511322]
0.8979995251,[0.30341495 8.71154118 0.35654664],[1.36125093 2.15334316 2.05440927],0.7229627572,[ 0.76379694 17.64512324  0.22252631]
0.898999691,[0.26772464 8.83495712 0.38304932],[1.37949964 2.17060266 2.04677224],0.7200421127,[ 0.68991988 17.16752189  0.2290249 ]
0.9000072479,[0.10938915 8.94216156 0.53661389],[1.39684486 2.18890465 2.0386285 ],0.7171124445,[ 0.34482074 16.51107374  0.26719727]
0.9010052681,[-0.02251059  9.02042675  0.57310574],[1.41495102 2.20631008 2.03096816],0.714168306,[ 0.03718944 15.96266906  0.25698491]
0.9020016193,[0.26637207 9.05743599 0.12500598],[1.43154389 2.2235634  2.02176575],0.7112039552,[ 0.65026178 15.45299483  0.12116071]
0.9030387402,[ 0.67409521  9.09279919 -0.38839909],[1.4457939  2.24226448 2.01345289],0.7082135415,[ 1.53953501e+00  1.51179176e+01 -1.05020641e-02]
0.9040005207,[ 0.75154074  9.13251686 -0.47553917],[1.46303424 2.26076632 2.00364034],0.7051912958,[ 1.71595534 15.17962755 -0.02508015]
0.9050016403,[ 0.47298447  9.18567657 -0.04838645],[1.48047818 2.27837996 1.99222129],0.7021317216,[ 1.13388106 15.69550291  0.10016085]
0.9060032368,[0.33706756 9.23503876 0.18995566],[1.48669856 2.29101034 1.97775087],0.6990297797,[ 0.85663373 16.58967602  0.17484001]
0.9070029259,[0.27745452 9.28917408 0.25951403],[1.50786254 2.30895145 1.96452801],0.6958810653,[ 0.73039056 17.51089668  0.1887493 ]
0.9080011845,[0.08532014 9.34752274 0.47133312],[1.53045149 2.32672809 1.94911683],0.692681971,[ 0.311138   18.28236789  0.23202077]
0.9090092182,[0.14073507 9.39917088 0.42224353],[1.5586961  2.34293576 1.93128434],0.6894298338,[ 0.44037211 18.59761431  0.22604551]
0.9100005627,[0.33299904 9.46970463 0.17258592],[1.57883975 2.36041074 1.91529481],0.6861230626,[ 0.86364203 18.67657432  0.17126751]
0.9110031128,[0.41442968 9.57412052 0.05077466],[1.59455369 2.376966   1.89893261],0.6827612421,[ 1.04046645 18.30551188  0.14520627]
0.9120047092,[0.21490309 9.8221035  0.35299426],[1.61164121 2.39363513 1.88122559],0.6793452134,[ 0.62621114 17.94275106  0.22456894]
0.9130015373,[ 0.41925659 10.17914009  0.14583751],[1.62562669 2.40974444 1.86239025],0.6758771264,[ 1.08846378 17.57068309  0.19755853]
0.9139997959,[ 0.57646911 10.52798653 -0.10788567],[1.63049702 2.42234173 1.84250729],0.6723604661,[ 1.40604749 17.32078879  0.14143774]
0.9150085449,[ 0.43867644 10.93509579  0.19161094],[1.65917086 2.44144475 1.81778934],0.6688000498,[ 1.15925049 16.57974414  0.23228674]
0.9159998894,[6.24986087e-01 1.12925978e+01 6.71834515e-03],[1.64685131 2.45365105 1.80231861],0.665201996,[ 1.56677158 15.09497108  0.23081133]
0.9170031548,[ 0.55764627 11.51144791  0.18371434],[1.66747571 2.46907426 1.77478405],0.6615736671,[ 1.46456805 14.25767542  0.29524216]
0.9180016518,[ 0.33389771 11.80511189  0.34476276],[1.67073382 2.48293533 1.75343487],0.6579235839,[ 0.95660497 12.81401748  0.29586424]
0.9190013409,[ 0.02652859 12.13574409  0.52672423],[1.67217942 2.49529511 1.73153504],0.6542613171,[ 0.25453717 11.61114545  0.26463235]
0.9200088978,[ 0.06071823 12.3698082   0.50289973],[1.67401418 2.50716889 1.70830459],0.6505973556,[ 0.34108787 10.23780579  0.27179601]
0.9210109711,[-0.03662834 12.68953705  0.54134724],[1.67411678 2.51780397 1.68523587],0.6469429549,[0.1249133  9.29484645 0.25368515]
0.9220027924,[-0.0498406  13.03558064  0.53108421],[1.66903486 2.52706277 1.6631054 ],0.6433099688,[0.10076207 8.68642794 0.24637603]
0.9230315685,[ 0.0745803  13.32865238  0.45696349],[1.66715234 2.53603695 1.63882261],0.6397106679,[0.38390659 8.28148576 0.27492319]
0.9240005016,[ 0.03203145 13.5343008   0.54355266],[1.66418468 2.54389808 1.61426474],0.6361575469,[0.330537   7.70737523 0.29932675]
0.9250018597,[ 0.1093315  13.76652908  0.73398704],[1.65613716 2.55041938 1.59115403],0.6326631267,[0.62946341 7.37570879 0.44260422]
0.9259986877,[ 0.20327987 14.06826115  0.57860082],[1.70906723 2.5821241  1.48256448],0.6292397535,[0.77336209 7.34323347 0.40916786]
0.9269990921,[ 0.26567538 14.47267151  0.4773327 ],[1.7030713  2.58640389 1.45799685],0.6258993985,[0.86675117 7.62278299 0.39663404]
0.9280018806,[ 0.34948032 14.93133736  0.34962334],[1.69339248 2.58907794 1.4338026 ],0.6226534631,[0.98868197 8.06497543 0.38917509]
0.9290013313,[ 0.59997749 15.32351398  0.14725447],[1.68481433 2.59063408 1.41019412],0.6195125926,[1.43960775 8.29305246 0.44563459]
