timestamps,pos_com_hist,pos_clear_hist,angmom_wb_hist
172.9310091,[-4.61123921  4.62824302  0.51438666],[-4.61174726e+00  4.79307235e+00 -1.95072338e-03],[ 0.02753805 -0.46385036  0.01023744]
173.0169613,[-4.61302894  4.46901019  0.51626865],[-4.61206590e+00  4.63524125e+00 -8.45224008e-04],[-0.00216467  0.56924235 -0.02000955]
173.1029651,[-4.61486504  4.30603349  0.51669133],[-4.61288348e+00  4.47326526e+00  1.60884265e-04],[ 0.02422316 -0.20510139 -0.0325881 ]
173.1889942,[-4.61713996  4.14067762  0.51818584],[-4.61421792e+00  4.30888249e+00  6.14087539e-04],[-0.01928988  0.54257009 -0.0277917 ]
173.2749684,[-4.61972193  3.97298617  0.51929346],[-4.61619648e+00  4.14194058e+00  1.53513246e-03],[ 0.00696578 -0.14006839 -0.00488774]
173.360991,[-4.6231091   3.80319039  0.51914752],[-4.61905775e+00  3.97186835e+00  7.28156940e-04],[-0.02065504  0.20682807 -0.02421924]
173.4470041,[-4.62660886  3.63140686  0.51926141],[-4.62186457e+00  3.80029873e+00  5.90462168e-04],[ 0.00911881 -0.05589193 -0.01486326]
173.5329587,[-4.63013704  3.45708243  0.51894627],[-4.62521546e+00  3.62650963e+00  6.80467524e-04],[ 0.00428506  0.25738643 -0.01034888]
173.6190012,[-4.63378303  3.2819733   0.51872025],[-4.62849508e+00  3.45246730e+00  6.63816363e-04],[0.019511   0.28591148 0.02833261]
173.7049973,[-4.63796058  3.10682918  0.51776506],[-4.63183627e+00  3.27905257e+00  1.52248992e-03],[ 0.05049378 -0.04132401  0.04438403]
173.791019,[-4.64215995  2.93702224  0.51806799],[-4.63449379e+00  3.11009170e+00  1.51624419e-03],[0.05397151 0.10128577 0.030883  ]
173.876996,[-4.64767631  2.77194642  0.5167002 ],[-4.63680166e+00  2.94463816e+00  1.87152738e-03],[ 0.00356155 -0.1258782  -0.13740128]
173.963001,[-4.65525473  2.61011466  0.51700381],[-4.64074236e+00  2.78216990e+00  2.44817030e-03],[-0.06888448  0.11916562 -0.17645476]
174.0489912,[-4.66382828  2.450518    0.51660111],[-4.64787663e+00  2.62142113e+00  3.05466523e-03],[-0.04296178 -0.35963216 -0.1001609 ]
174.1349587,[-4.67338111  2.29197711  0.51707915],[-4.65782799e+00  2.46190062e+00  3.61823338e-03],[-0.05375761  0.60012038 -0.03575116]
174.2209742,[-4.68303954  2.13477102  0.51873155],[-4.66867805e+00  2.30384411e+00  4.47961528e-03],[0.00153792 0.08083186 0.0015527 ]
174.3069575,[-4.69332448  1.97764634  0.51911141],[-4.67978955  2.14585637  0.00471503],[-0.01173628  0.26010351 -0.00249239]
174.3929911,[-4.70349263  1.81945612  0.52106862],[-4.69074004e+00  1.98663881e+00  4.61351197e-03],[-0.02573392  0.29644567 -0.02139299]
174.4789975,[-4.71360421  1.65968543  0.52047844],[-4.70235599  1.82571692  0.00475081],[-0.02545256 -0.31739104 -0.00579741]
174.5649691,[-4.72378619  1.49720074  0.52142911],[-4.71422830e+00  1.66222990e+00  4.23769026e-03],[-0.0166982   0.0328931   0.02555584]
174.6509731,[-4.73331761  1.33209685  0.52114533],[-4.72561144  1.49728481  0.00515018],[-5.59186965e-04 -5.65383239e-01  4.85691532e-02]
174.7369723,[-4.74236841  1.16476907  0.52398205],[-4.7365156   1.32976358  0.00661196],[0.00816808 0.24502515 0.05696465]
174.8229764,[-4.75125824  0.99555341  0.52438475],[-4.74636095  1.16022525  0.00703883],[0.01120937 0.11790029 0.05148787]
174.9089861,[-4.7615753   0.75956389  0.52577439],[-4.75776548  0.92400987  0.00831663],[-0.01499446  0.12418571  0.00178129]
174.994972,[-4.76564258  0.65403315  0.52566541],[-4.76283563  0.81873961  0.00863588],[-0.00713298  0.07839929  0.03421275]
175.0809689,[-4.77113203  0.48402406  0.52752955],[-4.77036274  0.64999292  0.01109503],[0.02329765 0.14214153 0.12311833]
175.1669719,[-4.77512619  0.31672986  0.528518  ],[-4.77609884  0.48340933  0.01231415],[0.05349479 0.10611178 0.12434216]
175.2529771,[-4.77807245  0.15450185  0.52715477],[-4.78006334  0.31959655  0.01274225],[-0.10815988  0.17545972 -0.20251473]
175.3389585,[-4.78220879e+00 -2.97462435e-03  5.24992539e-01],[-4.78066175  0.15794807  0.013629  ],[-0.36587832 -0.12958398 -0.55511906]
175.424964,[-4.78395255 -0.15329162  0.52537471],[-4.79032719e+00  3.04719970e-03  1.44650482e-02],[-0.20015332  0.17768134  0.19203263]
175.5109639,[-4.77914902 -0.2979208   0.52651531],[-4.80110624 -0.1441718   0.01645301],[-0.14172608  0.06126072  0.26653596]
175.5970073,[-4.76735632 -0.43721037  0.52645449],[-4.80418879 -0.28754141  0.0176302 ],[-0.14180831  0.051722    0.28557851]
175.6830106,[-4.7466396  -0.57129216  0.52804768],[-4.80122987 -0.42774175  0.01929107],[-0.09594901 -0.02760548  0.46974038]
175.7689586,[-4.71595222 -0.7005181   0.5281777 ],[-4.7898293  -0.56619511  0.01959832],[-0.06467287 -0.10085223  0.5524466 ]
175.8549974,[-4.67511859 -0.82567274  0.52894612],[-4.76778272 -0.70246605  0.02043277],[-0.04306605 -0.11402939  0.60717383]
175.9409723,[-4.62205515 -0.94723604  0.53124486],[-4.73354809 -0.83709021  0.02159264],[-0.00746678 -0.08825133  0.70437078]
176.0269611,[-4.5559362  -1.06511566  0.53320172],[-4.6857615  -0.97032954  0.02316887],[ 0.02765315 -0.14535551  0.74355346]
176.1130054,[-4.47686906 -1.17846495  0.53397479],[-4.62278022 -1.09974334  0.02484336],[ 0.05719485 -0.12801282  0.74947428]
176.1989603,[-4.38490202 -1.28480632  0.53453622],[-4.54418539 -1.22364069  0.02621512],[ 0.07120925 -0.1243981   0.74671585]
176.2849646,[-4.28139817 -1.38301944  0.53470428],[-4.45063786 -1.34044066  0.02664768],[ 0.06368156 -0.14595088  0.72393303]
176.3709967,[-4.16659044 -1.47109589  0.53457568],[-4.34285279 -1.4479665   0.02636146],[ 0.07140281 -0.17552198  0.70035055]
176.4569976,[-4.04209738 -1.54834287  0.53411197],[-4.22395407 -1.54471363  0.02577025],[ 0.04999829 -0.18768312  0.67818002]
176.542963,[-3.90822146 -1.6137091   0.53325776],[-4.09313776 -1.63068725  0.02462309],[ 0.05402882 -0.15384367  0.66381857]
176.6289704,[-3.76558833 -1.66605254  0.53347526],[-3.95143421 -1.70397297  0.02451165],[ 0.07577002 -0.16709149  0.69736986]
176.7150102,[-3.61522804 -1.7050079   0.5344829 ],[-3.79839711 -1.76366106  0.02419673],[ 0.10723414 -0.29397144  0.7478078 ]
176.8009994,[-3.4560076  -1.72975559  0.53510613],[-3.63387955 -1.80791503  0.02369363],[ 0.14822158 -0.26225754  0.75249232]
176.8870158,[-3.28918119 -1.74029595  0.53638312],[-3.46074379 -1.83377023  0.0239578 ],[ 0.21070549 -0.07942605  0.7442951 ]
176.9729743,[-3.11806977 -1.73598927  0.5378604 ],[-3.28248421 -1.84028538  0.02441435],[ 0.26210067 -0.10365197  0.75381292]
177.0589716,[-2.94822828 -1.71731808  0.5390286 ],[-3.10733605 -1.82738456  0.02559426],[0.27397163 0.056833   0.71582811]
177.1449742,[-2.78588051 -1.68802913  0.53591098],[-2.94190645 -1.79841533  0.02880058],[ 0.21289672 -0.0814397   0.52139975]
177.2309697,[-2.63471926 -1.65248388  0.52582657],[-2.78703345 -1.76036097  0.02711601],[ 0.0999024  -0.2032232   0.22087656]
177.3169708,[-2.5021446  -1.61088967  0.52198204],[-2.65093177 -1.72047842  0.02491269],[0.10334581 0.11041944 0.32624555]
177.4029729,[-2.38987237 -1.5658467   0.52838642],[-2.53587682 -1.6814204   0.02804807],[ 0.10424533 -0.05008419  0.48505549]
177.4889729,[-2.29548847 -1.51857514  0.52834164],[-2.43450637 -1.63981609  0.02594513],[ 0.14265523 -0.04612938  0.55720357]
177.5749691,[-2.21771411 -1.47028897  0.52997439],[-2.34942757 -1.59671401  0.02476564],[ 0.13140956 -0.00444497  0.52852606]
177.6609745,[-2.15386903 -1.42120878  0.5323518 ],[-2.27774612 -1.55265557  0.02352103],[ 0.11405464 -0.03791788  0.51606236]
177.7469673,[-2.10052745 -1.37173891  0.53358749],[-2.21720612 -1.50901027  0.02274186],[0.09756338 0.03051454 0.49268329]
177.8329675,[-2.05624493 -1.32205905  0.53457698],[-2.16511609 -1.46545255  0.02168736],[0.10731731 0.04930356 0.53240106]
177.9189737,[-2.01836148 -1.2716682   0.5347144 ],[-2.11881737 -1.42099909  0.02077547],[0.09143846 0.01370502 0.50258271]
178.0049729,[-1.98696418 -1.220269    0.53414712],[-2.07785121 -1.37490256  0.01967583],[ 0.096356   -0.00480213  0.49445341]
178.0909715,[-1.96011255 -1.16800427  0.53398394],[-2.0417722  -1.32801951  0.01917229],[ 0.07643688 -0.00181912  0.4809437 ]
178.1769745,[-1.93724872 -1.11521803  0.53410107],[-2.00959509 -1.27991734  0.01865217],[0.06559133 0.01660961 0.46681664]
178.2629778,[-1.9184776  -1.06061464  0.53389032],[-1.98097247 -1.22960104  0.018115  ],[0.07491253 0.06278387 0.46983256]
178.3489859,[-1.90221318 -1.00312264  0.53393024],[-1.95446521 -1.17523979  0.01821297],[0.07157749 0.0549559  0.5038342 ]
178.434973,[-1.8886351  -0.94229678  0.53316811],[-1.93050717 -1.11634064  0.01742989],[ 0.08948173 -0.0159331   0.52204012]
178.5210114,[-1.87686799 -0.87682216  0.53204236],[-1.90919059 -1.05124074  0.01604039],[ 0.06415926 -0.01086795  0.4347802 ]
178.6070111,[-1.86680869 -0.80620555  0.53098333],[-1.89134741 -0.98068964  0.0146801 ],[0.05977078 0.02703886 0.31458976]
178.6929979,[-1.85792587 -0.73063043  0.52960526],[-1.87621185 -0.9037308   0.01265028],[0.07519637 0.02951976 0.28764285]
178.7789695,[-1.85061532 -0.65134944  0.52872377],[-1.8640301  -0.82384514  0.01160617],[0.06332942 0.01151631 0.2139225 ]
178.8649731,[-1.84461836 -0.56985928  0.52773285],[-1.85446204 -0.74118323  0.01023281],[0.05035555 0.06683194 0.14941497]
178.9509716,[-1.83962755 -0.48707684  0.52757549],[-1.84729223 -0.65806588  0.00997207],[0.03666346 0.03659772 0.10604073]
179.0369699,[-1.83546776 -0.40329372  0.52618526],[-1.84150958 -0.57295436  0.00810466],[0.02254324 0.04616643 0.06313225]
179.1229751,[-1.83218707 -0.31855409  0.52547307],[-1.83700708 -0.48783079  0.00721293],[ 0.00601874 -0.00567724  0.07363528]
179.2089918,[-1.82950568 -0.23254792  0.52419876],[-1.83273114 -0.40126631  0.0058079 ],[0.02525527 0.06393038 0.07529379]
179.2959702,[-1.82766907 -0.14394459  0.52367964],[-1.82987715 -0.3119473   0.00514231],[0.02960022 0.06958038 0.06671776]
179.3819788,[-1.82655056 -0.05449512  0.52345443],[-1.82802117 -0.22261903  0.00503846],[0.02240867 0.04926587 0.03982222]
179.4679728,[-1.82561152  0.03657183  0.52187112],[-1.82650157 -0.13126901  0.00353649],[0.00848393 0.03395838 0.04115268]
179.5539787,[-1.82555358  0.12926121  0.52138892],[-1.82570359 -0.03883392  0.00317734],[0.01333752 0.06970131 0.03195753]
179.6399727,[-1.82562697  0.22352001  0.52028545],[-1.82538342  0.05597609  0.00195306],[0.00409652 0.10690165 0.02247634]
179.7259746,[-1.82611624  0.31896997  0.52047504],[-1.82547291  0.15145274  0.00218878],[0.01896801 0.05248237 0.03135788]
179.8119702,[-1.82686766  0.41600821  0.52033363],[-1.82605094  0.24892209  0.00190399],[0.01171345 0.01963029 0.01522718]
179.8979754,[-1.82745151  0.51629035  0.51912676],[-1.82686222e+00  3.50245910e-01  5.88522985e-04],[ 0.00012672  0.00592159 -0.0041666 ]
179.9839723,[-1.82770004  0.62071532  0.51838897],[-1.82774657e+00  4.55388176e-01 -3.05043587e-04],[-0.00193512  0.03372369 -0.01959262]
180.0699711,[-1.82787908  0.73040414  0.5199817 ],[-1.82870341e+00  5.65259340e-01 -1.27545261e-03],[-0.00520259  1.35535398 -0.03792289]
180.1559696,[-1.82752906  0.85057103  0.56922168],[-1.82975441  0.69626562 -0.01092052],[-0.04051767  0.39332711  0.0607673 ]
180.2419846,[-1.82734793  1.02621766  0.71662075],[-1.8298286   0.86787631 -0.01251696],[1.16231503e-03 4.71649154e+00 1.83368579e-02]
180.3279748,[-1.82579531  1.32750067  0.91747752],[-1.83150343  1.15588202 -0.00772161],[ -0.1172414  -11.63545563   0.13498049]
180.4139729,[-1.8249795   1.39021645  1.10219168],[-1.82799411  1.5429339   0.26626993],[  0.17185432 -11.10267603  -0.06111205]
180.4999712,[-1.82323567  1.48979225  1.27727705],[-1.82744665  1.75447844  0.57231624],[-0.11899248 -5.51903233  0.11130194]
180.5859776,[-1.82265771  1.69259373  1.4101292 ],[-1.82098866  1.77817089  0.77693884],[-0.03598347  2.8846492  -0.05897602]
180.6719918,[-1.8214568   1.916102    1.51767906],[-1.81971985  1.88127606  0.91404076],[-0.03006498 -2.23837932 -0.00479089]
180.7579672,[-1.81886086  2.11667817  1.53616615],[-1.81830876  2.01919465  0.97861948],[-0.02959479  0.28948022  0.0014301 ]
180.8439691,[-1.81563943  2.28649408  1.54713253],[-1.81743929  2.16255944  0.98693142],[-0.12668517  0.93759356 -0.08877086]
180.9299719,[-1.813498    2.45274764  1.54486649],[-1.81557062  2.30681221  0.98693159],[0.02652217 0.46218136 0.14182599]
181.0159807,[-1.81096339  2.61822539  1.53896258],[-1.81378446  2.46401433  0.98747925],[0.12758536 0.63869948 0.10720231]
181.1019764,[-1.80788196  2.78414698  1.5312323 ],[-1.8139681   2.62896697  0.98724196],[ 0.0883487   0.21820699 -0.04432383]
181.1879733,[-1.801799    2.94760224  1.52556619],[-1.81407441  2.79279428  0.98737935],[ 0.01247644 -0.02281153 -0.20363618]
181.2739711,[-1.79322379  3.10800331  1.5239327 ],[-1.81098094  2.95258537  0.98879684],[-0.02450107  0.15945433 -0.18806391]
181.3599708,[-1.78189533  3.26514928  1.52286407],[-1.80369794  3.10876523  0.98935049],[-0.08940479  0.24897388 -0.22513496]
181.4459701,[-1.76808837  3.41532308  1.52129558],[-1.7934899   3.25711109  0.98910832],[-0.23744212  0.04054251 -0.37591667]
181.531971,[-1.75293709  3.56039929  1.52257979],[-1.77767005  3.40012993  0.9898564 ],[-0.18024641  0.06191135 -0.13994667]
181.6179748,[-1.7397281   3.69800268  1.52221473],[-1.75789071  3.53473418  0.98957741],[0.00577022 0.04778453 0.25306464]
181.7039726,[-1.72888998  3.82912067  1.5219192 ],[-1.74112114  3.6665546   0.98886843],[0.0474954  0.13938888 0.17747388]
181.7899735,[-1.72020344  3.95071747  1.5244487 ],[-1.7284685   3.79368399  0.98800815],[ 0.0557383  -0.68666862  0.15034873]
181.8759723,[-1.71186925  4.07550191  1.53283638],[-1.71791387  3.93055089  0.98806854],[0.05772369 0.16203575 0.06845181]
181.962009,[-1.7038947   4.20743781  1.53324569],[-1.71000553  4.07341738  0.98732663],[ 0.07882646 -0.31084379  0.07712292]
182.0479586,[-1.69571196  4.35257881  1.52989073],[-1.70276325  4.22925564  0.98472361],[ 0.09363442 -0.7715211   0.0683309 ]
182.1340089,[-1.68629389  4.51273966  1.52469032],[-1.69572539  4.38910688  0.98676404],[0.10479385 0.6058608  0.03271205]
182.2209911,[-1.67414321  4.69763456  1.54882062],[-1.68827221  4.56384393  0.9767769 ],[0.15491222 3.19815243 0.05980584]
182.3070047,[-1.66118793  4.88522321  1.50610075],[-1.68321176  4.8518198   0.75204956],[ 0.12048011 -0.10420822 -0.04260756]
182.3929644,[-1.6418306   5.20664119  1.41701168],[-1.67986441  5.15405555  0.41525536],[-9.85799710e-02 -1.04886078e+01  6.50129846e-03]
182.4789608,[-1.64468024  5.16014096  1.05127532],[-1.67401593  5.36572992  0.07334281],[ 0.9695126  16.03292834 -0.56914529]
182.5649626,[-1.63505463  5.36014121  0.78502523],[-1.67293103  5.37084949 -0.02284109],[ 0.69305206 -1.56510016 -0.05810629]
182.6509948,[-1.61589799  5.57595238  0.62613965],[-1.66806339  5.42011178 -0.03323004],[ 0.2780041  2.346047  -0.1739812]
182.7369964,[-1.58462713  5.73139865  0.53662776],[-1.65154161  5.58561259 -0.03974473],[-0.08923855  2.06339759 -0.67753356]
182.8229797,[-1.53582854  5.89480782  0.4860523 ],[-1.62006922  5.75255356 -0.03724173],[-0.91668477 -0.21025733 -1.4794345 ]
182.9090307,[-1.48202667  6.04718615  0.47130429],[-1.56588322  5.89938305 -0.03758716],[-0.78523084 -0.30268313 -0.37602388]
182.9949901,[-1.43495684  6.19877851  0.48952663],[-1.49475112  6.02750996 -0.02591121],[-0.40326647  0.31522306  0.59029607]
183.0809968,[-1.39568755  6.34727061  0.50070532],[-1.42913971  6.16198864 -0.01689663],[-0.12528057 -0.1718039   0.63499803]
183.166996,[-1.36444778  6.49082169  0.50031341],[-1.37691645  6.30010272 -0.01407454],[-0.11150027 -0.14824501  0.45987975]
183.2530143,[-1.34418358  6.631348    0.50402062],[-1.33714453  6.43642679 -0.0078996 ],[-0.06883756 -0.02148996  0.49679551]
183.3389645,[-1.33546177  6.76984391  0.50973228],[-1.30852220e+00  6.57192424e+00 -8.40343600e-04],[-0.04778367 -0.08834521  0.58161187]
183.4249666,[-1.34052422  6.90556768  0.51303385],[-1.29205567e+00  6.70835101e+00  3.70955825e-03],[-0.02112655 -0.11424518  0.6058691 ]
183.5109766,[-1.35936893  7.03826219  0.51594277],[-1.28882603  6.84407579  0.00805594],[ 0.0035703  -0.14001299  0.65451982]
183.5969999,[-1.39116075  7.16947861  0.51985831],[-1.29900912  6.98189469  0.01326274],[ 0.04178456 -0.1076676   0.72837643]
183.6830013,[-1.43588106  7.29610544  0.52168122],[-1.32488802  7.12022971  0.01463312],[ 0.06900008 -0.2016213   0.78282739]
183.7689571,[-1.49469326  7.42036935  0.52404173],[-1.36691969  7.25703328  0.01773483],[ 0.09845952 -0.29507116  0.78055185]
183.8549941,[-1.56833977  7.5373802   0.52360654],[-1.42524052  7.38929028  0.01771444],[ 0.10444115 -0.10824622  0.69547927]
183.9410059,[-1.65410033  7.64927547  0.52491801],[-1.49950049  7.51722641  0.01877994],[ 0.10120701 -0.12371923  0.67863501]
184.0269959,[-1.74920164  7.75261914  0.52309226],[-1.58669358  7.63808631  0.01597656],[ 0.0842338  -0.25621643  0.68445695]
184.1129642,[-1.85525872  7.84553848  0.52168297],[-1.6853487   7.74824571  0.01426517],[ 0.06844769 -0.21459766  0.6523227 ]
184.1989653,[-1.97152867  7.92967337  0.52135877],[-1.7963492   7.85030783  0.01330799],[ 0.05149382 -0.12844451  0.62705688]
184.2849967,[-2.09589441  8.00151464  0.51867319],[-1.91487615  7.93903004  0.01123797],[ 0.03900828 -0.14463468  0.64153414]
184.3710079,[-2.22845739  8.06167032  0.51832146],[-2.04314378  8.01706977  0.01096001],[ 0.03368952 -0.12014703  0.64449567]
184.4569719,[-2.36869882  8.10693221  0.51704288],[-2.18186485  8.08289922  0.00849089],[ 0.05419107 -0.15109328  0.6715602 ]
184.5429726,[-2.5159797   8.14028303  0.51691576],[-2.33135659e+00  8.13736383e+00  6.42332852e-03],[ 0.0852368  -0.26632276  0.76030715]
184.6289742,[-2.66986009  8.15645516  0.51505859],[-2.48997647e+00  8.17570576e+00  4.33449185e-03],[ 0.15489371 -0.25875272  0.81938036]
184.7149715,[-2.83047948  8.15873397  0.5121833 ],[-2.65866427e+00  8.19722691e+00  6.61162090e-04],[ 0.21666259 -0.2951945   0.83433271]
184.8009689,[-2.99796363  8.14498823  0.51230765],[-2.83380283e+00  8.20005367e+00 -9.31927783e-05],[ 0.25077331 -0.04387839  0.75483755]
184.8869944,[-3.1670845   8.11963655  0.51198265],[-3.01053592e+00  8.18655419e+00 -2.04276701e-03],[0.26239491 0.06151669 0.65006828]
184.9729822,[-3.33242821  8.082185    0.50974356],[-3.17952441e+00  8.15742959e+00 -3.16799773e-03],[0.23103464 0.07198981 0.48613085]
185.0589709,[-3.48739313  8.03786868  0.50479523],[-3.33786613e+00  8.11782757e+00 -4.19689619e-03],[ 0.20082749 -0.34731889  0.38762004]
185.1449699,[-3.63372589  7.98781521  0.49452795],[-3.48652128e+00  8.06848369e+00 -5.80019668e-03],[ 0.00091308 -0.2590813  -0.03275201]
185.2309682,[-3.76745176  7.93398079  0.48526561],[-3.62387282  8.01593198 -0.01097676],[0.00117056 0.05047583 0.2580769 ]
185.3169711,[-3.88291738  7.87504648  0.48963599],[-3.74482731  7.96663351 -0.00899315],[ 0.08766988 -0.41607634  0.50725443]
185.4029732,[-3.98466288  7.81255822  0.48921451],[-3.85688608  7.91394316 -0.01155261],[ 0.07020591 -0.0019589   0.52824036]
185.4889698,[-4.07317656  7.74472471  0.48972741],[-3.95591485  7.85512746 -0.01204105],[ 0.05216458 -0.36844807  0.533045  ]
185.5749753,[-4.1514725   7.6739629   0.49074412],[-4.04493005  7.79292565 -0.01250527],[0.05766422 0.24744252 0.5527026 ]
185.6609719,[-4.22089212  7.59799407  0.49399868],[-4.12589054  7.72538046 -0.01159697],[ 0.08316043 -0.02311143  0.59680422]
185.7469809,[-4.28260505  7.51760183  0.49554005],[-4.20038081  7.65257216 -0.01128831],[0.06522062 0.35814551 0.6380969 ]
185.8329771,[-4.33593377  7.43301383  0.49686891],[-4.26808053  7.57480568 -0.01215997],[0.12707551 0.09545856 0.68663195]
185.9189742,[-4.38292067  7.34397907  0.49622882],[-4.32881162  7.49094846 -0.01272064],[ 0.14324007 -0.25348475  0.66097619]
186.0049691,[-4.4222696   7.25192294  0.49842122],[-4.38081256  7.40279149 -0.01265587],[ 0.16520914 -0.06030583  0.66187217]
186.090975,[-4.45451494  7.15567706  0.49747569],[-4.42377074  7.30953511 -0.01317061],[ 0.15538489 -0.54791668  0.57325174]
186.1769717,[-4.48042341  7.05672673  0.50023232],[-4.45840488  7.2120873  -0.01300561],[0.08833381 0.41275949 0.40786591]
186.2629719,[-4.50159025  6.95438874  0.50136616],[-4.48659393  7.11118769 -0.01147651],[ 0.13392143 -0.32544172  0.39385507]
186.3489728,[-4.51884013  6.84531712  0.50445662],[-4.50930225  7.00382667 -0.00975334],[0.1013518  0.60369803 0.2918392 ]
186.4349713,[-4.53399788  6.73018327  0.50522843],[-4.52827348  6.88968528 -0.00926183],[ 0.1334934  -0.27607043  0.27894723]
186.5209723,[-4.54731477  6.60790218  0.50462276],[-4.54328296  6.76736432 -0.0100485 ],[0.06469388 0.18834012 0.14949251]
186.6069748,[-4.55908408  6.4794313   0.50514748],[-4.55553793  6.63865218 -0.00998116],[ 0.07306242 -0.30392268  0.08267687]
186.6929686,[-4.56912622  6.34531218  0.5052089 ],[-4.56570817  6.50457295 -0.00934225],[ 0.04273642 -0.10312827  0.08205708]
186.7789598,[-4.57734168  6.20494622  0.50663962],[-4.57483196  6.3641695  -0.00872449],[0.02064356 0.21858335 0.06020432]
186.865,[-4.5847262   6.05940446  0.50686562],[-4.58283952  6.21988876 -0.00702834],[0.02056101 0.08004948 0.04570385]
186.9509788,[-4.59125252  5.90972092  0.51037765],[-4.59031033e+00  6.07177847e+00 -4.85902862e-03],[-0.01614923  0.61190262  0.02071469]
187.0369685,[-4.59642057  5.75679843  0.51055117],[-4.59660094e+00  5.92012830e+00 -4.11806364e-03],[ 0.01598778 -0.37209462  0.05060089]
187.1229761,[-4.60089919  5.60224734  0.51156392],[-4.60258466e+00  5.76573151e+00 -4.07206758e-03],[0.01617366 0.2256199  0.06170428]
187.2089832,[-4.60401977  5.44625209  0.51020999],[-4.60666557e+00  5.60972393e+00 -4.63295400e-03],[ 0.0504116  -0.31491847  0.084206  ]
187.2949698,[-4.60616665  5.29038857  0.50899991],[-4.60980817  5.45325439 -0.00580094],[0.02832587 0.32380486 0.06939532]
187.3809681,[-4.60755813  5.13477227  0.5102943 ],[-4.61164624  5.29780194 -0.00550929],[0.04866435 0.14544292 0.06958835]
187.4669731,[-4.6083406   4.97808492  0.51160934],[-4.61199057e+00  5.14189122e+00 -3.88448678e-03],[0.01834253 0.51594002 0.04635843]
187.5529964,[-4.60989959  4.81982411  0.51327657],[-4.61231547e+00  4.98523175e+00 -3.50840584e-03],[0.01622187 0.08036292 0.01796547]
187.6389956,[-4.6108042   4.65995086  0.51288559],[-4.61185732e+00  4.82587183e+00 -3.37650341e-03],[ 0.02304855 -0.12596774 -0.0224775 ]
187.7249653,[-4.61165461  4.49939388  0.51545589],[-4.61130018e+00  4.66592947e+00 -2.67991290e-03],[-0.01484225  0.27217533 -0.02672196]
187.8110147,[-4.61305185  4.33708067  0.51444817],[-4.61133655e+00  4.50376558e+00 -2.34013040e-03],[ 0.02773843 -0.25660787 -0.01261669]
187.8969967,[-4.61449708  4.17206204  0.51682155],[-4.61166639e+00  4.34022250e+00 -1.01847546e-03],[-0.01320084  0.80194866 -0.04265721]
187.9829588,[-4.61712431  4.00596587  0.51780711],[-4.61297273e+00  4.17469048e+00  5.43385301e-04],[ 0.01430729  0.03093373 -0.027222  ]
188.0690033,[-4.62012619  3.83708656  0.51850283],[-4.61499871e+00  4.00616861e+00  9.61428982e-04],[-0.00969736  0.2432385  -0.04144717]
188.1549947,[-4.62426015  3.66651872  0.51872376],[-4.61788855e+00  3.83632696e+00  1.51112889e-03],[-0.01199398  0.04215266 -0.03312746]
188.2409983,[-4.62875138  3.49396925  0.51821319],[-4.62170922e+00  3.66348629e+00  1.07186337e-03],[-0.00344803  0.11354446 -0.02949364]
188.3269956,[-4.63347006  3.32085384  0.51830074],[-4.62599234e+00  3.48986084e+00  1.21960904e-03],[0.00552339 0.16303057 0.00583052]
188.4129763,[-4.6381206   3.14949286  0.5190441 ],[-4.63024954e+00  3.31845196e+00  1.79357890e-03],[0.01368277 0.11675106 0.00360544]
188.4990077,[-4.64372585  2.98050984  0.51793327],[-4.63498585e+00  3.14993038e+00  1.54379622e-03],[ 0.0186728   0.09532246 -0.00321815]
188.5849972,[-4.64989229  2.81551235  0.51845978],[-4.63949359e+00  2.98615970e+00  2.82996506e-03],[ 0.00975069  0.11382909 -0.06691002]
188.6709979,[-4.65727558  2.65434915  0.51859288],[-4.64486676e+00  2.82507323e+00  3.20766683e-03],[-0.02354146  0.11104923 -0.10543605]
188.7569573,[-4.6653628   2.49577711  0.51909608],[-4.65177050e+00  2.66662322e+00  4.00504930e-03],[-0.04418747  0.09054911 -0.08929333]
188.8429725,[-4.67434957  2.33930604  0.51974229],[-4.66062136e+00  2.50946176e+00  4.65966731e-03],[-0.04044079  0.12979374 -0.04595224]
188.9289703,[-4.68335209  2.18403181  0.52020961],[-4.67037817  2.35285385  0.00473449],[-0.03392469  0.14590614 -0.01812012]
189.0149765,[-4.69254169  2.02900514  0.51995855],[-4.68056135e+00  2.19711496e+00  4.35674498e-03],[-0.02385599  0.06536659 -0.01248338]
189.1009717,[-4.70204691  1.87323408  0.52036922],[-4.69115837e+00  2.04061118e+00  4.58410042e-03],[-0.01489072  0.07695995 -0.01134855]
189.1869731,[-4.71091382  1.71577063  0.52034659],[-4.70162918e+00  1.88172211e+00  4.01434992e-03],[-0.01323836  0.09028082  0.01934505]
189.272959,[-4.71938747  1.55621493  0.52074538],[-4.71191829e+00  1.72138142e+00  4.22368856e-03],[-0.01571019  0.10232393  0.03226569]
189.3589959,[-4.72693982  1.39415942  0.52192102],[-4.72144497  1.5592573   0.00546922],[-0.00412184  0.09575597  0.06383434]
189.4450009,[-4.73393328  1.22995745  0.52297487],[-4.73014532  1.39418739  0.00611946],[-0.00150496  0.12133078  0.05099043]
189.5309746,[-4.74045123  1.06337571  0.52407732],[-4.73783129  1.22749569  0.00710037],[0.00855951 0.12996323 0.04010337]
